review_count	yelping_since	useful	funny	cool	fans	average_stars
900-1000	2006	1600-1700		>1000	50-60	4.0-4.5
900-1000	2006	>2000	>1000	>1000		3.5-4.0
		0-100	0-100	0-100	0-10	3.0-3.5
		200-300	0-100	0-100	0-10	4.0-4.5
		300-400	0-100	100-200	20-30	3.5-4.0
		300-400	200-300	100-200	0-10	3.5-4.0
		300-400	200-300	100-200	0-10	3.5-4.0
		400-500	0-100	200-300	20-30	3.5-4.0
		400-500	0-100	200-300	20-30	3.5-4.0
		400-500	100-200	100-200	10-20	4.0-4.5
		400-500	100-200	200-300	30-40	4.0-4.5
		400-500	100-200	200-300	30-40	4.0-4.5
		500-600	100-200	100-200	10-20	3.0-3.5
		500-600	100-200	200-300	10-20	3.0-3.5
		500-600	100-200	200-300	20-30	3.5-4.0
		500-600	100-200	200-300	20-30	3.5-4.0
		500-600	200-300	200-300	10-20	3.5-4.0
		500-600	200-300	200-300	30-40	3.5-4.0
		500-600	200-300	300-400	10-20	3.5-4.0
		700-800	100-200	200-300	20-30	3.5-4.0
		700-800	100-200	300-400	20-30	3.5-4.0
		700-800	100-200	400-500	40-50	3.5-4.0
		800-900	200-300	400-500	30-40	3.5-4.0
		>2000	>1000	>1000	180-190	3.5-4.0
		>2000	>1000	>1000	50-60	3.0-3.5
		>2000	>1000	>1000	60-70	4.0-4.5
	2005	>2000	>1000	>1000		3.5-4.0
	2006		200-300	200-300	10-20	3.5-4.0
	2006		200-300	300-400	30-40	3.5-4.0
	2006		>1000	>1000	110-120	3.5-4.0
	2006	400-500	100-200	200-300		3.5-4.0
	2006	500-600		200-300	10-20	3.5-4.0
	2006	500-600	100-200		10-20	3.5-4.0
	2006	500-600	100-200	200-300		3.0-3.5
	2006	500-600	100-200	200-300		3.0-3.5
	2006	500-600	200-300		10-20	3.5-4.0
	2006	>2000	>1000	>1000	>200	
	2007		100-200	300-400	20-30	3.5-4.0
	2007		100-200	300-400	20-30	3.5-4.0
	2007		200-300	300-400	20-30	3.5-4.0
	2007		300-400	300-400	10-20	3.5-4.0
	2007		400-500	400-500	10-20	4.0-4.5
	2007		400-500	400-500	20-30	3.5-4.0
	2007		>1000	>1000	60-70	3.5-4.0
	2007		>1000	>1000	70-80	4.0-4.5
	2007		>1000	>1000	80-90	4.0-4.5
	2007	1400-1500		>1000	60-70	3.5-4.0
	2007	300-400	100-200		10-20	3.0-3.5
	2007	300-400	100-200	100-200		4.0-4.5
	2007	400-500	200-300	200-300	20-30	
	2007	500-600		200-300	10-20	3.5-4.0
	2007	600-700	300-400		30-40	3.5-4.0
	2007	>2000		>1000	80-90	3.5-4.0
	2007	>2000	>1000	>1000		3.5-4.0
	2007	>2000	>1000	>1000		4.0-4.5
	2007	>2000	>1000	>1000	120-130	
	2008		0-100	0-100	0-10	3.0-3.5
	2008		200-300	200-300	20-30	3.5-4.0
	2008		200-300	300-400	30-40	3.5-4.0
	2008		200-300	300-400	30-40	4.0-4.5
	2008		200-300	300-400	30-40	4.0-4.5
	2008		200-300	400-500	60-70	3.5-4.0
	2008		400-500	200-300	10-20	3.0-3.5
	2008		400-500	400-500	20-30	3.5-4.0
	2008		400-500	400-500	20-30	3.5-4.0
	2008	1000-1100		500-600	20-30	3.0-3.5
	2008	1000-1100		500-600	20-30	3.0-3.5
	2008	1100-1200	600-700		20-30	3.5-4.0
	2008	500-600	100-200	200-300		3.5-4.0
	2008	500-600	200-300	100-200	10-20	
	2008	500-600	200-300	200-300		3.0-3.5
	2008	500-600	200-300	200-300		3.5-4.0
	2008	500-600	200-300	200-300		3.5-4.0
	2008	600-700	400-500		10-20	3.0-3.5
	2008	700-800	200-300		20-30	3.5-4.0
	2008	800-900	200-300		30-40	3.5-4.0
	2008	>2000		>1000	80-90	3.0-3.5
	2008	>2000	>1000	>1000		3.0-3.5
	2008	>2000	>1000	>1000		3.5-4.0
	2009		0-100	0-100	10-20	3.5-4.0
	2009		100-200	100-200	0-10	3.0-3.5
	2009		100-200	100-200	0-10	3.0-3.5
	2009		100-200	100-200	10-20	3.5-4.0
	2009		100-200	100-200	10-20	3.5-4.0
	2009		100-200	100-200	20-30	4.0-4.5
	2009		100-200	200-300	20-30	4.0-4.5
	2009		100-200	200-300	30-40	3.5-4.0
	2009		200-300	200-300	10-20	3.5-4.0
	2009		900-1000	>1000	70-80	4.0-4.5
	2009		>1000	>1000	60-70	3.5-4.0
	2009		>1000	>1000	80-90	3.5-4.0
	2009	1000-1100	300-400		40-50	3.5-4.0
	2009	300-400		100-200	0-10	3.5-4.0
	2009	400-500	100-200		20-30	3.5-4.0
	2009	400-500	100-200	100-200		4.0-4.5
	2009	400-500	100-200	100-200		4.0-4.5
	2009	500-600	100-200	200-300	20-30	
	2009	600-700		200-300	30-40	3.5-4.0
	2009	700-800		300-400	10-20	3.0-3.5
	2009	800-900	300-400	400-500		3.5-4.0
	2009	>2000		>1000	120-130	3.5-4.0
	2009	>2000		>1000	80-90	3.5-4.0
	2009	>2000	>1000	>1000		3.0-3.5
	2009	>2000	>1000	>1000		4.0-4.5
	2009	>2000	>1000	>1000		4.0-4.5
	2010		0-100	0-100	10-20	3.5-4.0
	2010		100-200	200-300	30-40	3.5-4.0
	2010		200-300	100-200	10-20	3.5-4.0
	2010		>1000	>1000	40-50	4.0-4.5
	2010	400-500		100-200	10-20	3.5-4.0
	2010	400-500		100-200	10-20	3.5-4.0
	2010	500-600		300-400	10-20	4.0-4.5
	2010	500-600	100-200	200-300		3.5-4.0
	2010	500-600	100-200	200-300	20-30	
	2010	600-700	100-200	200-300		3.5-4.0
	2010	600-700	200-300	200-300	20-30	
	2010	800-900	200-300	300-400	40-50	
	2010	>2000	>1000	>1000	60-70	
	2011	700-800	300-400		20-30	3.5-4.0
100-200			100-200	100-200	0-10	4.0-4.5
100-200			100-200	100-200	10-20	3.0-3.5
100-200			200-300	100-200	10-20	3.5-4.0
100-200			300-400	200-300	20-30	3.5-4.0
100-200			400-500	200-300	10-20	3.0-3.5
100-200		100-200		0-100	0-10	3.5-4.0
100-200		200-300	100-200		10-20	3.0-3.5
100-200		200-300	100-200		10-20	3.0-3.5
100-200		200-300	100-200		10-20	3.5-4.0
100-200		200-300	100-200	100-200		3.0-3.5
100-200		200-300	200-300	100-200		3.5-4.0
100-200		300-400		100-200	10-20	3.0-3.5
100-200		300-400	0-100	100-200		4.0-4.5
100-200		300-400	100-200	200-300		3.5-4.0
100-200		400-500		100-200	0-10	3.0-3.5
100-200		400-500		200-300	20-30	3.5-4.0
100-200		400-500		300-400	20-30	3.5-4.0
100-200		400-500	100-200	100-200	0-10	
100-200		400-500	100-200	200-300	20-30	
100-200		400-500	100-200	200-300	20-30	
100-200		400-500	200-300		20-30	3.5-4.0
100-200		500-600	200-300		0-10	3.5-4.0
100-200		600-700	300-400	400-500		4.0-4.5
100-200	2006		100-200	200-300		3.0-3.5
100-200	2006		100-200	200-300		3.0-3.5
100-200	2006	200-300		100-200		4.0-4.5
100-200	2006	200-300	0-100	100-200		
100-200	2006	300-400	0-100		10-20	
100-200	2006	400-500	100-200	200-300		
100-200	2007			0-100	10-20	3.5-4.0
100-200	2007			200-300	10-20	3.0-3.5
100-200	2007		400-500	400-500		4.0-4.5
100-200	2007	300-400			10-20	3.0-3.5
100-200	2007	300-400		200-300		3.5-4.0
100-200	2007	500-600			10-20	3.5-4.0
100-200	2008		0-100	100-200	0-10	
100-200	2008		100-200	100-200	10-20	
100-200	2008		200-300		10-20	3.5-4.0
100-200	2008	100-200			0-10	4.0-4.5
100-200	2008	100-200		100-200		4.0-4.5
100-200	2008	300-400		100-200	10-20	
100-200	2008	500-600		200-300	10-20	
100-200	2009			100-200	0-10	3.0-3.5
100-200	2009		0-100	0-100		3.0-3.5
100-200	2009		100-200	100-200		3.0-3.5
100-200	2009		100-200	200-300		4.0-4.5
100-200	2009		100-200	200-300		4.0-4.5
100-200	2009		100-200	200-300		4.0-4.5
100-200	2009		300-400	300-400		3.5-4.0
100-200	2009	100-200			10-20	4.0-4.5
100-200	2009	100-200	0-100	0-100		
100-200	2009	200-300			0-10	4.0-4.5
100-200	2009	600-700	300-400	300-400		
100-200	2009	600-700	300-400	300-400		
100-200	2010		100-200		10-20	3.0-3.5
100-200	2010	0-100			0-10	2.5-3.0
100-200	2010	100-200			0-10	4.0-4.5
100-200	2010	100-200	0-100		0-10	
100-200	2010	200-300	100-200		0-10	
100-200	2010	400-500	100-200			3.5-4.0
100-200	2011			0-100	0-10	3.0-3.5
100-200	2011		200-300	300-400		4.0-4.5
100-200	2011		200-300	300-400		4.0-4.5
100-200	2011	0-100	0-100	0-100		
100-200	2011	200-300	100-200	100-200		
200-300			0-100	0-100	0-10	3.0-3.5
200-300			100-200	0-100	0-10	3.0-3.5
200-300			100-200	100-200	0-10	3.5-4.0
200-300			100-200	200-300	30-40	4.0-4.5
200-300			200-300	300-400	40-50	3.5-4.0
200-300			600-700	600-700	30-40	3.5-4.0
200-300		200-300	0-100	0-100	0-10	
200-300		200-300	0-100	0-100	10-20	
200-300		200-300	0-100	100-200		3.0-3.5
200-300		200-300	100-200	0-100	0-10	
200-300		300-400	100-200	100-200	0-10	
200-300		500-600	300-400		40-50	3.5-4.0
200-300		600-700	200-300	300-400		3.0-3.5
200-300		600-700	200-300	300-400		3.5-4.0
200-300	2006		200-300	200-300	20-30	
200-300	2006	500-600	200-300		10-20	
200-300	2007		300-400	500-600		3.5-4.0
200-300	2007		>1000	>1000		4.0-4.5
200-300	2007	200-300		0-100	0-10	
200-300	2007	200-300	100-200			3.5-4.0
200-300	2007	300-400	100-200	200-300		
200-300	2007	500-600	100-200		10-20	
200-300	2007	500-600	200-300		20-30	
200-300	2008		200-300		10-20	3.0-3.5
200-300	2008		200-300	300-400	30-40	
200-300	2008	1100-1200	600-700			3.5-4.0
200-300	2008	400-500		200-300	20-30	
200-300	2008	500-600		100-200	10-20	
200-300	2008	500-600	200-300			3.0-3.5
200-300	2008	500-600	200-300		30-40	
200-300	2008	700-800	100-200			3.5-4.0
200-300	2009			300-400	40-50	3.5-4.0
200-300	2009		0-100		10-20	4.0-4.5
200-300	2009		100-200		0-10	3.5-4.0
200-300	2009	200-300	200-300	100-200		
200-300	2009	300-400	0-100	100-200		
200-300	2009	400-500		200-300	20-30	
200-300	2009	500-600		200-300		3.5-4.0
200-300	2009	500-600		200-300	20-30	
200-300	2009	500-600	100-200	200-300		
200-300	2009	500-600	400-500	200-300		
200-300	2009	600-700	200-300			3.5-4.0
200-300	2009	700-800	100-200			3.5-4.0
200-300	2009	700-800	100-200		10-20	
200-300	2009	700-800	100-200	300-400		
200-300	2010			600-700	30-40	3.5-4.0
200-300	2010		0-100		0-10	3.5-4.0
200-300	2010		100-200		10-20	4.0-4.5
200-300	2010		200-300		10-20	3.5-4.0
200-300	2010		200-300		10-20	3.5-4.0
200-300	2010		700-800		30-40	3.5-4.0
200-300	2010	300-400	100-200	100-200		
200-300	2010	400-500	0-100		20-30	
200-300	2010	400-500	0-100		20-30	
200-300	2010	500-600	200-300			3.5-4.0
200-300	2010	500-600	200-300	300-400		
300-400			300-400	300-400	20-30	4.0-4.5
300-400		1300-1400		500-600	30-40	3.5-4.0
300-400		300-400		100-200	20-30	3.5-4.0
300-400		300-400	100-200	100-200		3.0-3.5
300-400		300-400	100-200	100-200	20-30	
300-400		400-500	0-100		30-40	4.0-4.5
300-400		400-500	100-200	100-200	0-10	
300-400		500-600		200-300	30-40	3.5-4.0
300-400		500-600	100-200	200-300	20-30	
300-400		600-700	200-300	200-300		3.5-4.0
300-400		700-800	300-400		20-30	4.0-4.5
300-400		800-900	200-300	300-400		3.5-4.0
300-400		800-900	300-400	300-400		3.5-4.0
300-400		900-1000	200-300	500-600		4.0-4.5
300-400		900-1000	200-300	500-600		4.0-4.5
300-400		900-1000	200-300	500-600		4.0-4.5
300-400		900-1000	300-400	400-500		4.0-4.5
300-400		>2000	>1000	>1000		3.5-4.0
300-400	2006		200-300		30-40	3.5-4.0
300-400	2006	300-400	300-400		20-30	
300-400	2006	300-400	300-400		20-30	
300-400	2006	300-400	300-400		20-30	
300-400	2006	600-700		400-500		3.5-4.0
300-400	2006	600-700		400-500		4.0-4.5
300-400	2006	600-700		400-500		4.0-4.5
300-400	2006	600-700	200-300		10-20	
300-400	2007		100-200	100-200		3.5-4.0
300-400	2007		100-200	100-200		3.5-4.0
300-400	2007		>1000	>1000		3.0-3.5
300-400	2007		>1000	>1000		3.0-3.5
300-400	2007	300-400		100-200	10-20	
300-400	2007	700-800	100-200			3.5-4.0
300-400	2007	700-800	300-400	300-400		
300-400	2007	700-800	300-400	300-400		
300-400	2008		100-200		30-40	4.0-4.5
300-400	2008		100-200		30-40	4.0-4.5
300-400	2008		100-200	100-200	20-30	
300-400	2008		200-300		20-30	3.5-4.0
300-400	2008		200-300		20-30	3.5-4.0
300-400	2008		400-500	400-500		3.5-4.0
300-400	2008		600-700	500-600		3.5-4.0
300-400	2008		>1000	>1000		3.0-3.5
300-400	2008		>1000	>1000		3.5-4.0
300-400	2008		>1000	>1000		3.5-4.0
300-400	2008	300-400		100-200	0-10	
300-400	2008	700-800	200-300			3.5-4.0
300-400	2008	800-900		400-500	20-30	
300-400	2008	800-900		400-500	20-30	
300-400	2009	500-600			20-30	3.5-4.0
300-400	2009	600-700	300-400			3.5-4.0
300-400	2010		200-300		10-20	3.5-4.0
300-400	2010		200-300		10-20	3.5-4.0
300-400	2010		200-300		30-40	3.5-4.0
300-400	2010		200-300	300-400		3.5-4.0
300-400	2010	300-400	0-100		10-20	
300-400	2010	400-500		200-300	20-30	
300-400	2010	400-500		200-300	20-30	
300-400	2010	500-600	100-200	200-300		
300-400	2010	800-900			30-40	3.5-4.0
300-400	2010	800-900			30-40	3.5-4.0
300-400	2010	800-900		400-500		3.5-4.0
300-400	2011		100-200	200-300		4.0-4.5
300-400	2011	300-400		100-200	10-20	
400-500			100-200	100-200	20-30	4.0-4.5
400-500		1000-1100		300-400	20-30	3.5-4.0
400-500		300-400	0-100	0-100	10-20	
400-500		400-500	0-100	200-300	20-30	
400-500		600-700	100-200		20-30	3.5-4.0
400-500		700-800	200-300	300-400	30-40	
400-500		800-900	400-500		20-30	3.5-4.0
400-500		900-1000		300-400	30-40	3.5-4.0
400-500		>2000		>1000	>200	3.5-4.0
400-500	2006			400-500	40-50	3.0-3.5
400-500	2006			400-500	40-50	3.0-3.5
400-500	2007		>1000		40-50	3.5-4.0
400-500	2007		>1000	>1000		4.0-4.5
400-500	2007	1300-1400		600-700		3.5-4.0
400-500	2007	800-900		400-500	20-30	
400-500	2007	800-900		400-500	20-30	
400-500	2007	800-900		400-500	20-30	
400-500	2008			500-600	20-30	3.0-3.5
400-500	2009			300-400	30-40	3.5-4.0
400-500	2009		200-300		30-40	3.5-4.0
400-500	2009		200-300	300-400		3.5-4.0
400-500	2009	1000-1100		400-500	60-70	
400-500	2010		0-100		10-20	3.5-4.0
400-500	2010		0-100	0-100		3.5-4.0
400-500	2010		600-700	600-700		3.5-4.0
500-600		1200-1300	300-400		50-60	3.5-4.0
500-600		1200-1300	300-400		50-60	3.5-4.0
500-600		500-600		100-200	10-20	3.0-3.5
500-600		>2000	>1000	>1000		3.0-3.5
500-600		>2000	>1000	>1000		3.0-3.5
500-600		>2000	>1000	>1000		4.0-4.5
500-600	2007	400-500	100-200	200-300		
500-600	2008		100-200		40-50	3.5-4.0
500-600	2008		200-300		30-40	3.5-4.0
500-600	2008	500-600		100-200	10-20	
500-600	2008	500-600	200-300			3.5-4.0
500-600	2008	>2000		>1000		3.5-4.0
500-600	2010	>2000		>1000		3.5-4.0
600-700			>1000	>1000	50-60	3.0-3.5
600-700			>1000	>1000	50-60	3.0-3.5
600-700		1000-1100		400-500	40-50	3.5-4.0
600-700		>2000	800-900	>1000		3.5-4.0
600-700		>2000	800-900	>1000		3.5-4.0
600-700		>2000	>1000	>1000		4.0-4.5
600-700	2006		>1000	>1000		3.5-4.0
600-700	2006	1600-1700		900-1000		3.5-4.0
600-700	2007		800-900	800-900		3.5-4.0
600-700	2007		800-900	800-900		3.5-4.0
600-700	2008		200-300	200-300		3.5-4.0
600-700	2010		200-300		20-30	3.0-3.5
600-700	2010		200-300		60-70	4.0-4.5
600-700	2010		200-300		60-70	4.0-4.5
700-800		800-900	200-300		30-40	3.5-4.0
700-800		800-900	200-300	300-400	30-40	
700-800	2007	1000-1100	200-300	400-500		
700-800	2008	>2000		>1000		4.0-4.5
700-800	2010	>2000	>1000			3.5-4.0
800-900		>2000	>1000	>1000	>200	
800-900	2006	>2000		>1000		3.5-4.0
800-900	2007			>1000	60-70	3.5-4.0
800-900	2007		>1000		60-70	3.5-4.0
800-900	2007		>1000		60-70	3.5-4.0
800-900	2007	>2000	>1000	>1000		
800-900	2009	>2000		>1000	80-90	
800-900	2009	>2000		>1000	80-90	
			100-200	200-300	10-20	3.0-3.5
			100-200	300-400	20-30	3.0-3.5
			200-300	300-400	20-30	4.0-4.5
			200-300	300-400	30-40	4.0-4.5
			300-400	400-500	50-60	3.5-4.0
			400-500	300-400	10-20	3.5-4.0
			>1000	>1000	70-80	3.0-3.5
			>1000	>1000	80-90	3.5-4.0
		1100-1200		500-600	30-40	4.0-4.5
		1100-1200	300-400		30-40	4.0-4.5
		1200-1300	300-400	500-600	30-40	
		1200-1300	300-400	500-600	30-40	
		1300-1400	700-800		30-40	3.5-4.0
		1400-1500		>1000	40-50	3.5-4.0
		1500-1600	>1000	>1000	40-50	
		1500-1600	>1000	>1000	40-50	
		1700-1800	900-1000	>1000		3.5-4.0
		400-500	400-500		10-20	3.0-3.5
		500-600		300-400	20-30	3.5-4.0
		500-600	200-300	100-200		3.0-3.5
		600-700	300-400		40-50	3.0-3.5
		600-700	300-400		40-50	3.0-3.5
		600-700	300-400	300-400		3.0-3.5
		600-700	300-400	400-500		4.0-4.5
		600-700	400-500	300-400	10-20	
		700-800		300-400	30-40	3.5-4.0
		800-900		300-400	20-30	3.0-3.5
		800-900	200-300	200-300		3.5-4.0
		800-900	300-400	300-400	10-20	
		800-900	400-500	600-700		3.5-4.0
		900-1000	400-500	400-500	20-30	
	2006		0-100		0-10	3.5-4.0
	2006		200-300		20-30	3.5-4.0
	2006		300-400	500-600		3.5-4.0
	2006	500-600	100-200		20-30	
	2006	500-600	100-200	300-400		
	2006	500-600	100-200	300-400		
	2006	600-700	300-400		30-40	
	2006	900-1000	200-300			4.0-4.5
	2006	>2000		>1000		3.0-3.5
	2007			400-500	50-60	3.5-4.0
	2007			400-500	50-60	3.5-4.0
	2007		100-200	200-300		4.0-4.5
	2007		300-400		30-40	3.5-4.0
	2007		300-400	300-400		3.5-4.0
	2007		400-500	600-700		3.5-4.0
	2007		500-600		40-50	3.5-4.0
	2007		500-600	600-700		4.0-4.5
	2007		>1000	>1000	90-100	
	2007	1000-1100		400-500	40-50	
	2007	400-500		100-200	10-20	
	2007	500-600		200-300		4.0-4.5
	2007	800-900	200-300	400-500		
	2007	>2000		>1000	>200	
	2008			500-600	30-40	3.5-4.0
	2008			800-900	40-50	3.5-4.0
	2008			>1000	60-70	3.5-4.0
	2008		400-500	200-300		3.0-3.5
	2008		400-500	300-400		3.0-3.5
	2008		400-500	600-700		3.5-4.0
	2008		500-600	800-900		4.0-4.5
	2008		>1000		30-40	3.5-4.0
	2008		>1000		50-60	3.0-3.5
	2008	1100-1200	600-700		20-30	
	2008	1500-1600		900-1000		3.5-4.0
	2008	1500-1600		>1000		3.0-3.5
	2008	1700-1800	900-1000	>1000		
	2008	200-300	300-400			3.0-3.5
	2008	400-500			10-20	4.0-4.5
	2008	400-500		200-300		4.0-4.5
	2008	600-700		200-300		3.0-3.5
	2008	900-1000		400-500		4.0-4.5
	2009			400-500	30-40	3.5-4.0
	2009			500-600	30-40	3.5-4.0
	2009			500-600	30-40	3.5-4.0
	2009			>1000	40-50	3.5-4.0
	2009		200-300		20-30	4.0-4.5
	2009		200-300		20-30	4.0-4.5
	2009		200-300	300-400		4.0-4.5
	2009		>1000		30-40	3.0-3.5
	2009		>1000		60-70	3.5-4.0
	2009	1000-1100	200-300			3.5-4.0
	2009	1400-1500			30-40	3.0-3.5
	2009	1400-1500			30-40	3.0-3.5
	2009	1900-2000	>1000			3.5-4.0
	2009	1900-2000	>1000	>1000		
	2009	500-600			10-20	3.5-4.0
	2009	500-600	300-400	300-400		
	2009	600-700			20-30	4.0-4.5
	2009	600-700		300-400	20-30	
	2009	700-800	200-300	300-400		
	2009	800-900	300-400	400-500		
	2009	>2000			80-90	4.0-4.5
	2009	>2000		>1000		4.0-4.5
	2010			100-200	0-10	4.0-4.5
	2010			200-300	20-30	3.5-4.0
	2010			>1000	60-70	4.0-4.5
	2010		200-300	300-400		4.0-4.5
	2010		600-700	>1000		3.5-4.0
	2010	1600-1700			30-40	3.5-4.0
	2010	1800-1900	600-700			3.5-4.0
	2010	400-500	200-300		20-30	
	2010	500-600		200-300		3.0-3.5
	2010	>2000			90-100	4.0-4.5
	2011			300-400	40-50	3.5-4.0
	2011		100-200	100-200	10-20	
	2011		200-300	500-600		4.0-4.5
	2011		400-500	500-600		3.5-4.0
	2011		400-500	500-600		3.5-4.0
	2011	1600-1700		>1000		4.0-4.5
	2011	400-500			30-40	4.0-4.5
	2011	400-500	100-200	100-200		
	2011	600-700		300-400	50-60	
	2011	600-700		300-400	50-60	
0-100	2011	100-200				3.0-3.5
100-200				200-300	20-30	4.0-4.5
100-200				300-400	10-20	4.0-4.5
100-200			0-100		20-30	4.0-4.5
100-200			200-300	300-400	20-30	
100-200		300-400	200-300			4.0-4.5
100-200		400-500	100-200		0-10	
100-200	2006				10-20	3.5-4.0
100-200	2008				10-20	3.5-4.0
100-200	2008				20-30	3.5-4.0
100-200	2008		400-500			3.5-4.0
100-200	2008	1100-1200				3.5-4.0
100-200	2008	1100-1200				3.5-4.0
100-200	2009			>1000		3.5-4.0
100-200	2009		100-200		40-50	
100-200	2009	400-500			10-20	
100-200	2011			100-200		4.0-4.5
100-200	2011		0-100			3.5-4.0
100-200	2011		200-300			3.5-4.0
200-300				200-300	40-50	3.5-4.0
200-300			300-400		20-30	4.0-4.5
200-300			400-500		10-20	3.5-4.0
200-300			700-800	>1000		3.5-4.0
200-300		200-300	100-200			3.5-4.0
200-300		300-400			0-10	3.0-3.5
200-300		400-500			10-20	3.0-3.5
200-300		500-600			20-30	3.5-4.0
200-300		500-600	300-400		20-30	
200-300		800-900		600-700	30-40	
200-300	2006		600-700			3.5-4.0
200-300	2007				10-20	3.0-3.5
200-300	2007				20-30	3.5-4.0
200-300	2007			200-300		3.0-3.5
200-300	2007		200-300			3.0-3.5
200-300	2007	600-700				3.0-3.5
200-300	2007	600-700				3.5-4.0
200-300	2008				10-20	3.5-4.0
200-300	2008				30-40	4.0-4.5
200-300	2008			400-500	10-20	
200-300	2008	400-500		200-300		
200-300	2008	600-700	100-200			
200-300	2008	700-800		400-500		
200-300	2009				10-20	4.0-4.5
200-300	2009				40-50	3.5-4.0
200-300	2009			300-400	40-50	
200-300	2009			400-500		3.5-4.0
200-300	2009	200-300				3.0-3.5
200-300	2009	300-400				3.0-3.5
200-300	2009	400-500			20-30	
200-300	2009	500-600	400-500			
200-300	2009	500-600	400-500			
200-300	2009	600-700		400-500		
200-300	2010				0-10	3.5-4.0
200-300	2010				20-30	3.5-4.0
200-300	2010			>1000		3.5-4.0
200-300	2010	400-500			20-30	
200-300	2011			300-400		3.5-4.0
200-300	2011	200-300			20-30	
200-300	2011	300-400	100-200			
200-300	2011	600-700				3.5-4.0
300-400				500-600	20-30	3.5-4.0
300-400			200-300	300-400		3.5-4.0
300-400			300-400		70-80	4.0-4.5
300-400			400-500	400-500	20-30	
300-400			>1000	>1000		4.0-4.5
300-400		1200-1300		600-700	40-50	
300-400		1200-1300		600-700	40-50	
300-400		1300-1400		500-600	30-40	
300-400		200-300	0-100	0-100		
300-400		600-700		200-300	10-20	
300-400		600-700		300-400		3.5-4.0
300-400		700-800			10-20	4.0-4.5
300-400		700-800	300-400		20-30	
300-400		700-800	300-400	300-400		
300-400		700-800	400-500	400-500		
300-400	2006				30-40	4.0-4.5
300-400	2006			200-300		3.5-4.0
300-400	2006		100-200			3.5-4.0
300-400	2006	600-700	200-300			
300-400	2007				20-30	3.5-4.0
300-400	2007				20-30	3.5-4.0
300-400	2007				20-30	3.5-4.0
300-400	2007		400-500			4.0-4.5
300-400	2007	700-800		400-500		
300-400	2008				10-20	3.5-4.0
300-400	2008				30-40	3.5-4.0
300-400	2008			>1000		4.0-4.5
300-400	2008		300-400			4.0-4.5
300-400	2009				30-40	3.0-3.5
300-400	2009			600-700		3.0-3.5
300-400	2009		500-600			3.5-4.0
300-400	2009		>1000			3.0-3.5
300-400	2009	1300-1400				3.5-4.0
300-400	2009	500-600			10-20	
300-400	2010			200-300		4.0-4.5
300-400	2010		>1000	>1000		
300-400	2010	400-500			20-30	
300-400	2010	800-900		400-500		
300-400	2011				20-30	4.0-4.5
300-400	2011				40-50	3.5-4.0
400-500			100-200	100-200		3.0-3.5
400-500			100-200	100-200		3.0-3.5
400-500			200-300	200-300		3.5-4.0
400-500			400-500		40-50	4.0-4.5
400-500			400-500		40-50	4.0-4.5
400-500			500-600	600-700	30-40	
400-500			500-600	600-700	30-40	
400-500			>1000		20-30	3.5-4.0
400-500			>1000		40-50	3.0-3.5
400-500			>1000	>1000		4.0-4.5
400-500			>1000	>1000		4.0-4.5
400-500		1000-1100	200-300	300-400		
400-500		1000-1100	600-700		60-70	
400-500		1000-1100	600-700		60-70	
400-500		1300-1400		900-1000	40-50	
400-500		1400-1500		500-600	20-30	
400-500		1700-1800	>1000	>1000		
400-500		800-900			20-30	4.0-4.5
400-500		900-1000		300-400	30-40	
400-500	2006		100-200			3.0-3.5
400-500	2006	500-600				3.0-3.5
400-500	2006	500-600		200-300		
400-500	2007				20-30	3.5-4.0
400-500	2007				20-30	3.5-4.0
400-500	2007				40-50	3.5-4.0
400-500	2007			900-1000	40-50	
400-500	2007		300-400		50-60	
400-500	2007		300-400		50-60	
400-500	2008			300-400	30-40	
400-500	2008		100-200	100-200		
400-500	2009			600-700		3.0-3.5
400-500	2009		500-600	600-700		
400-500	2009	400-500			20-30	
400-500	2010				20-30	3.5-4.0
400-500	2010				60-70	3.5-4.0
400-500	2010		600-700	600-700		
400-500	2010		600-700	600-700		
400-500	2010	1100-1200				3.5-4.0
400-500	2011				30-40	4.0-4.5
400-500	2011		400-500			3.5-4.0
500-600				300-400	10-20	3.5-4.0
500-600				>1000	80-90	4.0-4.5
500-600		1100-1200		500-600		3.5-4.0
500-600		1100-1200		500-600	30-40	
500-600		1100-1200		500-600	40-50	
500-600		1100-1200		500-600	40-50	
500-600		1100-1200		500-600	40-50	
500-600		1100-1200		600-700		3.5-4.0
500-600		1500-1600			80-90	4.0-4.5
500-600		800-900		400-500	30-40	
500-600		>2000		>1000	120-130	
500-600	2007				20-30	3.5-4.0
500-600	2007				30-40	3.5-4.0
500-600	2007				80-90	4.0-4.5
500-600	2007			>1000		3.5-4.0
500-600	2007		400-500			4.0-4.5
500-600	2007		400-500			4.0-4.5
500-600	2007		500-600			3.5-4.0
500-600	2008				50-60	3.5-4.0
500-600	2008		400-500		20-30	
500-600	2008	1200-1300	300-400			
500-600	2008	>2000				3.5-4.0
500-600	2009		400-500		30-40	
500-600	2011				20-30	3.5-4.0
500-600	2011	1100-1200		500-600		
500-600	2011	1100-1200		500-600		
500-600	2011	1100-1200		500-600		
600-700			300-400	300-400		3.5-4.0
600-700			300-400	400-500		3.5-4.0
600-700		1000-1100	200-300	400-500		
600-700		1000-1100	200-300	400-500		
600-700		1000-1100	300-400		40-50	
600-700		1000-1100	300-400		40-50	
