selections	count
average_stars:4.0-4.5;fans:0-10;yelping_since:2010	14
cool:0-100;fans:0-10;yelping_since:2007	14
average_stars:3.5-4.0;funny:100-200;yelping_since:2007	14
average_stars:3.5-4.0;funny:>1000;review_count:800-900	14
average_stars:3.5-4.0;cool:>1000;yelping_since:2008	14
fans:>200;funny:>1000;useful:>2000	14
average_stars:3.5-4.0;fans:20-30;yelping_since:2008	14
fans:0-10;review_count:100-200;yelping_since:2011	14
fans:10-20;review_count:200-300;useful:300-400	14
average_stars:4.0-4.5;cool:100-200;funny:0-100	14
cool:100-200;useful:300-400;yelping_since:2009	14
cool:100-200;fans:0-10;useful:300-400	14
cool:200-300;fans:10-20;useful:500-600	14
average_stars:3.0-3.5;fans:0-10;useful:100-200	14
cool:>1000;review_count:400-500;useful:>2000	14
average_stars:4.0-4.5;cool:100-200;review_count:100-200	14
cool:>1000;fans:>200;funny:>1000	14
average_stars:3.5-4.0;cool:>1000;review_count:800-900	14
funny:>1000;useful:>2000;yelping_since:2009	14
fans:10-20;funny:0-100;useful:100-200	14
cool:100-200;review_count:300-400;useful:300-400	14
funny:100-200;review_count:300-400;yelping_since:2008	14
average_stars:4.0-4.5;review_count:100-200;useful:200-300	14
average_stars:3.5-4.0;funny:0-100;useful:300-400	14
average_stars:3.5-4.0;review_count:400-500;useful:>2000	14
fans:10-20;funny:0-100;useful:300-400	14
average_stars:4.0-4.5;fans:0-10;yelping_since:2009	14
average_stars:4.0-4.5;review_count:100-200;yelping_since:2010	13
review_count:100-200;useful:200-300;yelping_since:2010	13
average_stars:3.0-3.5;review_count:100-200;useful:100-200	13
cool:0-100;fans:10-20;useful:200-300	13
average_stars:4.0-4.5;cool:200-300;funny:100-200	13
funny:0-100;review_count:200-300;useful:200-300	13
cool:0-100;fans:0-10;review_count:200-300	13
cool:200-300;fans:20-30;review_count:200-300	13
average_stars:3.0-3.5;funny:0-100;useful:100-200	13
cool:100-200;review_count:300-400;yelping_since:2008	13
average_stars:3.5-4.0;fans:0-10;yelping_since:2007	13
average_stars:3.0-3.5;fans:10-20;funny:100-200	13
average_stars:3.5-4.0;cool:0-100;yelping_since:2007	13
average_stars:4.0-4.5;fans:10-20;review_count:100-200	13
fans:0-10;funny:100-200;review_count:100-200	13
average_stars:3.0-3.5;cool:>1000;funny:>1000	13
average_stars:3.5-4.0;review_count:800-900;useful:>2000	13
average_stars:4.0-4.5;cool:0-100;yelping_since:2009	13
fans:10-20;review_count:200-300;yelping_since:2010	13
average_stars:3.5-4.0;funny:>1000;yelping_since:2008	13
average_stars:3.5-4.0;review_count:200-300;useful:500-600	13
average_stars:3.5-4.0;useful:>2000;yelping_since:2009	13
funny:100-200;review_count:100-200;yelping_since:2009	13
funny:>1000;review_count:400-500;useful:>2000	13
average_stars:3.5-4.0;cool:200-300;review_count:100-200	12
fans:10-20;funny:100-200;yelping_since:2009	12
average_stars:3.5-4.0;funny:200-300;yelping_since:2010	12
average_stars:3.5-4.0;review_count:400-500;yelping_since:2010	12
fans:10-20;review_count:100-200;yelping_since:2009	12
average_stars:3.5-4.0;useful:>2000;yelping_since:2008	12
average_stars:3.5-4.0;fans:0-10;useful:0-100	12
fans:0-10;useful:200-300;yelping_since:2010	12
average_stars:3.5-4.0;fans:20-30;funny:200-300	12
fans:0-10;funny:0-100;review_count:200-300	12
average_stars:3.5-4.0;funny:0-100;useful:0-100	12
average_stars:3.5-4.0;review_count:100-200;useful:0-100	12
average_stars:3.5-4.0;cool:100-200;yelping_since:2010	12
average_stars:3.5-4.0;cool:100-200;yelping_since:2007	12
average_stars:3.5-4.0;review_count:200-300;useful:300-400	12
funny:0-100;review_count:100-200;yelping_since:2006	12
fans:10-20;funny:100-200;yelping_since:2007	12
review_count:100-200;useful:200-300;yelping_since:2007	12
funny:0-100;review_count:200-300;yelping_since:2010	12
average_stars:3.5-4.0;funny:200-300;review_count:300-400	12
cool:>1000;useful:>2000;yelping_since:2006	12
cool:>1000;funny:>1000;yelping_since:2006	12
average_stars:3.5-4.0;review_count:600-700;useful:>2000	12
average_stars:3.5-4.0;fans:30-40;funny:200-300	12
average_stars:4.0-4.5;cool:>1000;yelping_since:2008	12
average_stars:3.5-4.0;useful:100-200;yelping_since:2008	12
average_stars:3.5-4.0;cool:0-100;useful:0-100	12
average_stars:3.5-4.0;fans:0-10;review_count:200-300	12
average_stars:3.5-4.0;cool:>1000;yelping_since:2006	12
average_stars:3.5-4.0;useful:200-300;yelping_since:2008	11
average_stars:3.5-4.0;useful:100-200;yelping_since:2010	11
fans:10-20;funny:100-200;review_count:300-400	11
cool:100-200;useful:300-400;yelping_since:2008	11
funny:0-100;useful:100-200;yelping_since:2011	11
cool:200-300;funny:100-200;yelping_since:2009	11
cool:100-200;fans:0-10;yelping_since:2009	11
average_stars:3.5-4.0;funny:>1000;review_count:600-700	11
average_stars:4.0-4.5;review_count:100-200;yelping_since:2008	11
cool:200-300;fans:20-30;funny:200-300	11
average_stars:3.0-3.5;fans:0-10;funny:100-200	11
average_stars:3.0-3.5;fans:0-10;useful:200-300	11
fans:10-20;funny:0-100;yelping_since:2007	11
average_stars:3.0-3.5;fans:10-20;review_count:100-200	11
average_stars:3.5-4.0;cool:200-300;useful:400-500	11
fans:10-20;funny:0-100;yelping_since:2008	11
cool:100-200;funny:0-100;yelping_since:2008	11
average_stars:3.5-4.0;funny:>1000;yelping_since:2006	11
average_stars:3.5-4.0;review_count:300-400;useful:400-500	11
average_stars:3.0-3.5;cool:100-200;fans:0-10	11
cool:0-100;funny:0-100;review_count:200-300	11
average_stars:3.5-4.0;review_count:100-200;yelping_since:2011	11
funny:100-200;review_count:200-300;useful:300-400	11
average_stars:3.5-4.0;cool:>1000;yelping_since:2010	11
cool:200-300;funny:100-200;yelping_since:2007	11
cool:100-200;fans:0-10;yelping_since:2008	11
average_stars:3.5-4.0;funny:100-200;useful:500-600	11
cool:200-300;review_count:200-300;useful:500-600	11
funny:0-100;useful:200-300;yelping_since:2007	11
cool:0-100;useful:100-200;yelping_since:2011	11
cool:>1000;funny:>1000;yelping_since:2010	11
cool:0-100;useful:200-300;yelping_since:2007	11
funny:100-200;review_count:300-400;useful:400-500	11
cool:200-300;review_count:200-300;yelping_since:2009	10
average_stars:4.0-4.5;cool:100-200;useful:200-300	10
average_stars:3.5-4.0;fans:60-70;funny:>1000	10
fans:10-20;useful:300-400;yelping_since:2007	10
funny:>1000;useful:>2000;yelping_since:2006	10
cool:100-200;useful:300-400;yelping_since:2010	10
average_stars:4.0-4.5;cool:100-200;fans:10-20	10
average_stars:3.5-4.0;review_count:200-300;useful:200-300	10
average_stars:4.0-4.5;useful:100-200;yelping_since:2008	10
average_stars:4.0-4.5;cool:100-200;yelping_since:2009	10
average_stars:3.5-4.0;funny:100-200;useful:200-300	10
average_stars:3.5-4.0;fans:>200;useful:>2000	10
average_stars:3.5-4.0;review_count:400-500;yelping_since:2007	10
average_stars:3.5-4.0;cool:>1000;fans:>200	10
funny:0-100;review_count:100-200;useful:300-400	10
cool:100-200;review_count:200-300;yelping_since:2010	10
average_stars:3.5-4.0;fans:10-20;yelping_since:2006	10
average_stars:3.5-4.0;useful:200-300;yelping_since:2007	10
cool:>1000;funny:>1000;review_count:300-400	10
fans:10-20;useful:300-400;yelping_since:2010	10
average_stars:3.5-4.0;cool:100-200;fans:20-30	10
fans:20-30;funny:100-200;review_count:300-400	10
average_stars:3.5-4.0;useful:100-200;yelping_since:2009	10
fans:10-20;funny:100-200;useful:500-600	10
fans:10-20;review_count:100-200;yelping_since:2010	10
cool:100-200;funny:100-200;useful:200-300	10
fans:10-20;review_count:200-300;useful:500-600	10
funny:>1000;useful:>2000;yelping_since:2010	10
cool:200-300;funny:200-300;useful:500-600	10
funny:0-100;review_count:200-300;yelping_since:2009	10
average_stars:3.0-3.5;cool:100-200;review_count:100-200	10
cool:100-200;funny:0-100;yelping_since:2010	10
cool:200-300;fans:20-30;useful:500-600	10
cool:100-200;review_count:200-300;useful:200-300	10
fans:10-20;useful:300-400;yelping_since:2009	10
cool:>1000;useful:>2000;yelping_since:2010	10
fans:20-30;review_count:200-300;useful:400-500	10
average_stars:3.5-4.0;fans:10-20;useful:100-200	10
fans:10-20;review_count:200-300;yelping_since:2007	10
fans:10-20;funny:100-200;yelping_since:2010	10
cool:200-300;review_count:200-300;yelping_since:2007	10
average_stars:3.5-4.0;useful:200-300;yelping_since:2010	10
fans:0-10;useful:100-200;yelping_since:2011	10
average_stars:4.0-4.5;funny:100-200;yelping_since:2009	10
average_stars:3.5-4.0;cool:>1000;fans:60-70	10
average_stars:3.5-4.0;useful:>2000;yelping_since:2006	10
cool:100-200;review_count:300-400;useful:400-500	10
average_stars:3.0-3.5;cool:100-200;fans:10-20	10
average_stars:3.0-3.5;review_count:100-200;yelping_since:2010	10
average_stars:3.5-4.0;cool:100-200;funny:200-300	10
fans:20-30;review_count:300-400;yelping_since:2008	10
average_stars:3.5-4.0;funny:200-300;review_count:100-200	9
average_stars:3.0-3.5;fans:0-10;yelping_since:2009	9
funny:0-100;useful:0-100;yelping_since:2009	9
average_stars:3.5-4.0;review_count:500-600;useful:>2000	9
average_stars:3.5-4.0;fans:0-10;useful:300-400	9
average_stars:3.5-4.0;useful:300-400;yelping_since:2010	9
funny:100-200;review_count:200-300;useful:400-500	9
average_stars:3.5-4.0;useful:400-500;yelping_since:2008	9
cool:200-300;review_count:100-200;yelping_since:2007	9
average_stars:4.0-4.5;useful:100-200;yelping_since:2010	9
fans:0-10;funny:0-100;yelping_since:2006	9
cool:100-200;useful:200-300;yelping_since:2008	9
cool:100-200;fans:20-30;funny:100-200	9
fans:20-30;funny:100-200;useful:500-600	9
average_stars:4.0-4.5;useful:>2000;yelping_since:2008	9
cool:100-200;fans:10-20;useful:500-600	9
cool:>1000;fans:60-70;funny:>1000	9
cool:200-300;funny:100-200;useful:300-400	9
average_stars:4.0-4.5;funny:0-100;yelping_since:2008	9
average_stars:4.0-4.5;funny:0-100;useful:0-100	9
average_stars:3.0-3.5;funny:0-100;useful:200-300	9
review_count:200-300;useful:300-400;yelping_since:2009	9
average_stars:3.5-4.0;review_count:300-400;useful:300-400	9
average_stars:3.5-4.0;funny:0-100;yelping_since:2011	9
average_stars:3.5-4.0;cool:0-100;yelping_since:2011	9
funny:100-200;useful:300-400;yelping_since:2009	9
average_stars:4.0-4.5;useful:100-200;yelping_since:2009	9
average_stars:3.5-4.0;fans:>200;funny:>1000	9
average_stars:3.5-4.0;review_count:200-300;yelping_since:2008	9
cool:200-300;fans:20-30;yelping_since:2009	9
average_stars:3.5-4.0;useful:300-400;yelping_since:2009	9
average_stars:4.0-4.5;cool:0-100;useful:0-100	9
cool:>1000;fans:80-90;useful:>2000	9
average_stars:4.0-4.5;cool:0-100;fans:10-20	9
average_stars:4.0-4.5;fans:10-20;yelping_since:2010	9
review_count:100-200;useful:0-100;yelping_since:2009	9
average_stars:3.5-4.0;funny:200-300;yelping_since:2009	9
average_stars:3.5-4.0;funny:100-200;yelping_since:2010	9
cool:>1000;review_count:700-800;useful:>2000	9
fans:10-20;funny:200-300;useful:500-600	9
fans:10-20;useful:500-600;yelping_since:2007	9
average_stars:3.0-3.5;cool:0-100;yelping_since:2010	9
average_stars:4.0-4.5;cool:0-100;useful:200-300	9
fans:10-20;funny:100-200;yelping_since:2008	9
average_stars:3.0-3.5;cool:0-100;useful:200-300	9
average_stars:3.5-4.0;fans:20-30;useful:500-600	9
funny:0-100;useful:200-300;yelping_since:2008	9
cool:0-100;useful:0-100;yelping_since:2009	9
average_stars:4.0-4.5;fans:10-20;useful:200-300	9
average_stars:3.5-4.0;review_count:300-400;yelping_since:2007	9
fans:0-10;funny:100-200;useful:200-300	9
cool:200-300;useful:500-600;yelping_since:2009	9
average_stars:4.0-4.5;fans:0-10;useful:200-300	9
average_stars:3.0-3.5;review_count:100-200;yelping_since:2009	9
cool:>1000;fans:50-60;funny:>1000	9
funny:100-200;useful:500-600;yelping_since:2006	9
cool:300-400;fans:30-40;funny:200-300	9
fans:10-20;review_count:300-400;useful:300-400	9
average_stars:4.0-4.5;cool:200-300;fans:20-30	9
fans:10-20;review_count:300-400;useful:400-500	9
average_stars:3.5-4.0;cool:>1000;review_count:500-600	9
funny:200-300;review_count:200-300;useful:500-600	9
cool:200-300;funny:100-200;review_count:200-300	8
average_stars:4.0-4.5;funny:>1000;yelping_since:2007	8
average_stars:3.0-3.5;cool:>1000;useful:>2000	8
average_stars:3.5-4.0;review_count:500-600;yelping_since:2008	8
average_stars:4.0-4.5;fans:10-20;review_count:200-300	8
review_count:100-200;useful:0-100;yelping_since:2010	8
fans:20-30;funny:100-200;yelping_since:2009	8
average_stars:4.0-4.5;cool:300-400;funny:200-300	8
cool:200-300;useful:500-600;yelping_since:2007	8
fans:0-10;useful:200-300;yelping_since:2008	8
average_stars:3.5-4.0;review_count:300-400;yelping_since:2009	8
review_count:100-200;useful:300-400;yelping_since:2007	8
average_stars:4.0-4.5;fans:0-10;useful:0-100	8
average_stars:3.5-4.0;useful:300-400;yelping_since:2007	8
average_stars:3.5-4.0;cool:200-300;fans:30-40	8
average_stars:3.0-3.5;fans:10-20;review_count:200-300	8
average_stars:4.0-4.5;fans:20-30;yelping_since:2009	8
average_stars:3.5-4.0;fans:20-30;review_count:400-500	8
average_stars:4.0-4.5;funny:100-200;useful:400-500	8
average_stars:4.0-4.5;funny:>1000;yelping_since:2008	8
average_stars:3.5-4.0;fans:20-30;useful:400-500	8
average_stars:4.0-4.5;fans:10-20;yelping_since:2009	8
average_stars:3.5-4.0;cool:300-400;review_count:400-500	8
average_stars:3.5-4.0;useful:500-600;yelping_since:2009	8
average_stars:3.5-4.0;review_count:300-400;yelping_since:2010	8
review_count:100-200;useful:100-200;yelping_since:2011	8
cool:100-200;review_count:200-300;useful:400-500	8
average_stars:3.5-4.0;review_count:200-300;useful:400-500	8
average_stars:3.5-4.0;fans:30-40;yelping_since:2009	8
average_stars:3.0-3.5;cool:100-200;useful:200-300	8
average_stars:3.0-3.5;fans:0-10;yelping_since:2008	8
cool:100-200;useful:400-500;yelping_since:2008	8
average_stars:3.5-4.0;useful:>2000;yelping_since:2010	8
cool:0-100;funny:0-100;yelping_since:2006	8
funny:100-200;useful:300-400;yelping_since:2007	8
average_stars:3.5-4.0;fans:0-10;funny:100-200	8
fans:10-20;useful:400-500;yelping_since:2008	8
funny:200-300;useful:500-600;yelping_since:2008	8
funny:>1000;review_count:700-800;useful:>2000	8
cool:200-300;fans:20-30;review_count:300-400	8
average_stars:3.5-4.0;review_count:300-400;useful:800-900	8
review_count:200-300;useful:200-300;yelping_since:2009	8
average_stars:4.0-4.5;cool:>1000;review_count:500-600	8
average_stars:3.5-4.0;funny:>1000;review_count:700-800	8
average_stars:3.0-3.5;fans:0-10;yelping_since:2010	8
cool:100-200;fans:10-20;yelping_since:2007	8
cool:100-200;fans:10-20;funny:200-300	8
average_stars:3.5-4.0;fans:0-10;yelping_since:2011	8
average_stars:3.5-4.0;review_count:700-800;useful:>2000	8
fans:0-10;useful:0-100;yelping_since:2010	8
average_stars:3.5-4.0;cool:200-300;yelping_since:2009	8
cool:300-400;funny:200-300;yelping_since:2010	8
cool:0-100;review_count:100-200;yelping_since:2006	8
fans:0-10;useful:0-100;yelping_since:2009	8
fans:10-20;review_count:200-300;useful:400-500	8
review_count:200-300;useful:400-500;yelping_since:2009	8
average_stars:4.0-4.5;cool:>1000;yelping_since:2007	8
cool:500-600;review_count:500-600;useful:1100-1200	8
cool:200-300;fans:20-30;yelping_since:2010	8
cool:200-300;funny:100-200;yelping_since:2010	8
fans:10-20;useful:200-300;yelping_since:2009	8
review_count:200-300;useful:500-600;yelping_since:2009	8
cool:>1000;review_count:600-700;yelping_since:2008	8
cool:200-300;funny:100-200;review_count:300-400	8
average_stars:3.5-4.0;useful:500-600;yelping_since:2007	8
average_stars:4.0-4.5;cool:100-200;funny:100-200	8
cool:100-200;funny:0-100;yelping_since:2007	8
average_stars:4.0-4.5;useful:200-300;yelping_since:2009	7
fans:0-10;useful:100-200;yelping_since:2007	7
review_count:800-900;useful:>2000;yelping_since:2009	7
cool:200-300;useful:300-400;yelping_since:2007	7
average_stars:3.0-3.5;useful:200-300;yelping_since:2009	7
average_stars:3.5-4.0;fans:30-40;yelping_since:2008	7
average_stars:3.5-4.0;cool:400-500;fans:20-30	7
average_stars:3.5-4.0;funny:>1000;yelping_since:2010	7
cool:300-400;funny:300-400;review_count:300-400	7
average_stars:3.5-4.0;cool:300-400;fans:20-30	7
average_stars:4.0-4.5;fans:20-30;funny:100-200	7
fans:20-30;review_count:200-300;yelping_since:2009	7
cool:200-300;review_count:200-300;useful:400-500	7
average_stars:3.0-3.5;funny:100-200;useful:200-300	7
funny:>1000;review_count:600-700;yelping_since:2008	7
cool:200-300;review_count:100-200;useful:300-400	7
average_stars:4.0-4.5;review_count:100-200;useful:0-100	7
average_stars:3.5-4.0;cool:200-300;yelping_since:2006	7
average_stars:3.0-3.5;funny:100-200;useful:500-600	7
average_stars:3.0-3.5;review_count:100-200;yelping_since:2006	7
fans:20-30;useful:400-500;yelping_since:2010	7
average_stars:3.5-4.0;cool:300-400;fans:30-40	7
average_stars:3.0-3.5;cool:100-200;useful:300-400	7
average_stars:3.5-4.0;cool:300-400;review_count:300-400	7
funny:100-200;review_count:100-200;useful:400-500	7
average_stars:3.0-3.5;cool:200-300;funny:100-200	7
cool:0-100;useful:0-100;yelping_since:2010	7
review_count:200-300;useful:500-600;yelping_since:2007	7
cool:>1000;review_count:800-900;yelping_since:2009	7
funny:100-200;useful:400-500;yelping_since:2009	7
average_stars:4.0-4.5;fans:20-30;review_count:300-400	7
fans:20-30;funny:200-300;review_count:200-300	7
funny:0-100;useful:0-100;yelping_since:2010	7
funny:0-100;useful:100-200;yelping_since:2006	7
fans:10-20;funny:200-300;review_count:100-200	7
fans:10-20;review_count:200-300;useful:200-300	7
average_stars:3.0-3.5;funny:100-200;useful:300-400	7
average_stars:3.0-3.5;cool:100-200;yelping_since:2009	7
cool:300-400;funny:200-300;review_count:400-500	7
average_stars:4.0-4.5;fans:0-10;yelping_since:2008	7
cool:0-100;useful:100-200;yelping_since:2006	7
fans:0-10;funny:100-200;yelping_since:2008	7
average_stars:4.0-4.5;funny:>1000;review_count:500-600	7
cool:200-300;fans:30-40;funny:100-200	7
cool:200-300;fans:10-20;review_count:200-300	7
average_stars:4.0-4.5;cool:0-100;yelping_since:2008	7
average_stars:3.5-4.0;funny:200-300;review_count:400-500	7
review_count:300-400;useful:400-500;yelping_since:2008	7
fans:20-30;review_count:200-300;yelping_since:2007	7
fans:10-20;review_count:300-400;yelping_since:2008	7
average_stars:4.0-4.5;cool:200-300;yelping_since:2009	7
average_stars:3.5-4.0;funny:100-200;useful:700-800	7
cool:400-500;fans:20-30;funny:400-500	7
fans:30-40;funny:200-300;yelping_since:2008	7
average_stars:4.0-4.5;cool:100-200;fans:0-10	7
fans:20-30;funny:200-300;yelping_since:2010	7
average_stars:3.0-3.5;funny:100-200;yelping_since:2006	7
fans:60-70;funny:>1000;useful:>2000	7
funny:100-200;useful:400-500;yelping_since:2008	7
average_stars:3.5-4.0;funny:0-100;useful:400-500	7
cool:0-100;review_count:200-300;useful:200-300	7
cool:200-300;fans:10-20;useful:300-400	7
cool:0-100;useful:100-200;yelping_since:2007	7
average_stars:3.5-4.0;cool:300-400;review_count:200-300	7
funny:0-100;review_count:200-300;useful:300-400	7
average_stars:3.5-4.0;cool:>1000;review_count:700-800	7
funny:100-200;review_count:300-400;useful:300-400	7
cool:>1000;funny:>1000;review_count:700-800	7
average_stars:3.5-4.0;funny:200-300;yelping_since:2006	7
average_stars:3.5-4.0;cool:200-300;yelping_since:2010	7
funny:>1000;review_count:400-500;yelping_since:2007	7
fans:10-20;funny:100-200;useful:200-300	7
average_stars:3.5-4.0;funny:100-200;yelping_since:2006	7
cool:>1000;fans:120-130;useful:>2000	7
funny:100-200;review_count:200-300;yelping_since:2010	7
review_count:100-200;useful:100-200;yelping_since:2006	7
average_stars:3.5-4.0;fans:30-40;review_count:300-400	7
cool:>1000;fans:80-90;funny:>1000	7
average_stars:3.5-4.0;cool:300-400;funny:300-400	7
cool:200-300;review_count:300-400;yelping_since:2010	7
cool:>1000;fans:60-70;useful:>2000	7
funny:200-300;review_count:300-400;yelping_since:2010	7
cool:100-200;funny:100-200;yelping_since:2011	7
average_stars:3.5-4.0;fans:30-40;yelping_since:2010	7
fans:10-20;useful:200-300;yelping_since:2010	7
fans:0-10;review_count:200-300;useful:200-300	7
funny:0-100;useful:100-200;yelping_since:2007	7
cool:200-300;funny:100-200;yelping_since:2006	7
average_stars:3.0-3.5;cool:100-200;yelping_since:2008	7
cool:400-500;fans:20-30;useful:800-900	7
average_stars:3.5-4.0;cool:200-300;useful:300-400	7
average_stars:3.0-3.5;fans:10-20;useful:300-400	7
average_stars:3.5-4.0;cool:300-400;yelping_since:2009	7
review_count:600-700;useful:>2000;yelping_since:2008	7
average_stars:4.0-4.5;review_count:500-600;useful:>2000	7
cool:100-200;fans:20-30;review_count:300-400	7
fans:20-30;funny:100-200;useful:400-500	7
fans:20-30;useful:400-500;yelping_since:2009	7
average_stars:3.5-4.0;cool:300-400;fans:10-20	6
cool:0-100;fans:10-20;yelping_since:2009	6
fans:10-20;useful:300-400;yelping_since:2006	6
average_stars:3.5-4.0;review_count:500-600;yelping_since:2007	6
average_stars:3.0-3.5;cool:200-300;useful:500-600	6
fans:10-20;useful:500-600;yelping_since:2006	6
average_stars:3.5-4.0;funny:>1000;review_count:500-600	6
cool:300-400;funny:200-300;review_count:200-300	6
funny:100-200;review_count:100-200;yelping_since:2010	6
cool:400-500;review_count:300-400;yelping_since:2008	6
cool:>1000;review_count:500-600;yelping_since:2007	6
average_stars:3.5-4.0;fans:20-30;funny:0-100	6
average_stars:3.5-4.0;fans:30-40;review_count:400-500	6
average_stars:3.5-4.0;cool:400-500;yelping_since:2007	6
funny:0-100;review_count:200-300;yelping_since:2007	6
average_stars:4.0-4.5;cool:400-500;useful:600-700	6
cool:200-300;fans:10-20;funny:200-300	6
average_stars:3.5-4.0;cool:300-400;yelping_since:2007	6
average_stars:3.5-4.0;review_count:100-200;useful:500-600	6
cool:200-300;useful:500-600;yelping_since:2010	6
cool:>1000;review_count:400-500;yelping_since:2007	6
fans:10-20;funny:100-200;yelping_since:2006	6
average_stars:3.5-4.0;fans:60-70;yelping_since:2009	6
average_stars:3.0-3.5;useful:100-200;yelping_since:2010	6
average_stars:4.0-4.5;fans:80-90;review_count:500-600	6
average_stars:3.0-3.5;cool:100-200;review_count:200-300	6
average_stars:3.0-3.5;cool:0-100;yelping_since:2011	6
funny:100-200;review_count:200-300;yelping_since:2007	6
fans:0-10;review_count:100-200;yelping_since:2006	6
cool:>1000;fans:50-60;useful:>2000	6
fans:10-20;review_count:200-300;yelping_since:2008	6
cool:400-500;review_count:300-400;useful:800-900	6
cool:0-100;fans:0-10;yelping_since:2006	6
average_stars:3.5-4.0;fans:10-20;yelping_since:2011	6
funny:0-100;useful:300-400;yelping_since:2010	6
cool:300-400;funny:300-400;yelping_since:2009	6
fans:50-60;useful:600-700;yelping_since:2011	6
fans:0-10;useful:200-300;yelping_since:2007	6
cool:200-300;review_count:100-200;useful:500-600	6
average_stars:3.5-4.0;cool:400-500;funny:400-500	6
review_count:200-300;useful:300-400;yelping_since:2010	6
average_stars:3.5-4.0;fans:20-30;review_count:100-200	6
average_stars:4.0-4.5;funny:100-200;review_count:200-300	6
average_stars:3.5-4.0;cool:0-100;review_count:200-300	6
fans:20-30;funny:200-300;yelping_since:2007	6
average_stars:3.5-4.0;review_count:100-200;yelping_since:2006	6
average_stars:4.0-4.5;fans:20-30;funny:200-300	6
average_stars:3.5-4.0;review_count:400-500;yelping_since:2009	6
average_stars:3.5-4.0;cool:400-500;yelping_since:2008	6
cool:>1000;fans:100-110;funny:>1000	6
fans:0-10;funny:100-200;useful:300-400	6
cool:0-100;fans:10-20;yelping_since:2010	6
cool:200-300;funny:200-300;review_count:200-300	6
average_stars:3.0-3.5;fans:0-10;yelping_since:2011	6
average_stars:3.5-4.0;funny:300-400;yelping_since:2009	6
fans:20-30;funny:300-400;review_count:300-400	6
fans:10-20;useful:100-200;yelping_since:2009	6
average_stars:3.0-3.5;funny:>1000;useful:>2000	6
fans:0-10;funny:100-200;yelping_since:2009	6
average_stars:4.0-4.5;review_count:100-200;yelping_since:2011	6
cool:100-200;useful:300-400;yelping_since:2007	6
funny:100-200;review_count:100-200;yelping_since:2007	6
cool:200-300;fans:20-30;review_count:100-200	6
fans:10-20;review_count:100-200;useful:500-600	6
fans:50-60;funny:>1000;useful:>2000	6
average_stars:3.5-4.0;cool:200-300;yelping_since:2008	6
average_stars:3.5-4.0;review_count:300-400;yelping_since:2006	6
fans:20-30;review_count:300-400;useful:300-400	6
average_stars:4.0-4.5;review_count:200-300;yelping_since:2009	6
average_stars:3.5-4.0;cool:200-300;review_count:300-400	6
average_stars:3.0-3.5;cool:0-100;yelping_since:2009	6
average_stars:3.0-3.5;funny:100-200;yelping_since:2009	6
average_stars:3.5-4.0;review_count:300-400;useful:500-600	6
cool:400-500;fans:20-30;yelping_since:2007	6
average_stars:3.0-3.5;review_count:400-500;yelping_since:2006	6
average_stars:4.0-4.5;review_count:500-600;yelping_since:2007	6
average_stars:3.5-4.0;funny:0-100;yelping_since:2006	6
cool:100-200;useful:400-500;yelping_since:2009	6
fans:20-30;review_count:300-400;yelping_since:2010	6
average_stars:4.0-4.5;cool:200-300;useful:400-500	6
average_stars:4.0-4.5;fans:10-20;useful:100-200	6
average_stars:3.0-3.5;funny:0-100;yelping_since:2009	6
cool:400-500;fans:20-30;yelping_since:2008	6
fans:20-30;review_count:200-300;useful:500-600	6
average_stars:3.5-4.0;cool:300-400;useful:700-800	6
cool:300-400;fans:30-40;yelping_since:2008	6
average_stars:4.0-4.5;funny:200-300;review_count:300-400	6
average_stars:3.5-4.0;fans:20-30;funny:400-500	6
average_stars:4.0-4.5;funny:200-300;yelping_since:2010	6
cool:100-200;funny:100-200;yelping_since:2010	6
fans:10-20;review_count:100-200;yelping_since:2006	6
fans:10-20;funny:200-300;review_count:200-300	6
average_stars:3.5-4.0;fans:50-60;review_count:500-600	6
average_stars:3.5-4.0;cool:200-300;useful:600-700	6
cool:300-400;fans:30-40;review_count:400-500	6
average_stars:3.5-4.0;useful:300-400;yelping_since:2008	6
review_count:300-400;useful:600-700;yelping_since:2006	6
average_stars:4.0-4.5;cool:200-300;review_count:300-400	6
cool:100-200;review_count:100-200;yelping_since:2007	6
fans:10-20;useful:200-300;yelping_since:2007	6
average_stars:3.5-4.0;funny:300-400;yelping_since:2007	6
cool:100-200;fans:10-20;yelping_since:2011	6
average_stars:3.0-3.5;funny:0-100;yelping_since:2010	6
average_stars:3.5-4.0;fans:50-60;funny:>1000	5
average_stars:3.5-4.0;fans:40-50;review_count:200-300	5
average_stars:4.0-4.5;funny:200-300;useful:900-1000	5
fans:20-30;review_count:200-300;yelping_since:2010	5
average_stars:3.5-4.0;cool:300-400;yelping_since:2010	5
fans:20-30;review_count:400-500;yelping_since:2007	5
funny:200-300;review_count:200-300;yelping_since:2010	5
cool:600-700;review_count:800-900;useful:1400-1500	5
average_stars:3.5-4.0;funny:200-300;yelping_since:2007	5
average_stars:3.0-3.5;funny:>1000;review_count:300-400	5
average_stars:3.0-3.5;fans:50-60;funny:>1000	5
average_stars:3.5-4.0;cool:200-300;funny:0-100	5
fans:20-30;useful:800-900;yelping_since:2008	5
review_count:100-200;useful:300-400;yelping_since:2008	5
cool:900-1000;useful:1600-1700;yelping_since:2006	5
average_stars:3.5-4.0;funny:100-200;review_count:400-500	5
