combo_length	combo	record_id	syn_count	sen_count
3	average_stars:4.0-4.5 AND useful:200-300 AND yelping_since:2008	292	1	2
3	funny:100-200 AND review_count:200-300 AND useful:600-700	1007	1	6
3	cool:700-800 AND review_count:400-500 AND useful:1100-1200	1297	1	2
3	fans:10-20 AND review_count:500-600 AND yelping_since:2008	822	1	2
3	cool:900-1000 AND fans:60-70 AND review_count:600-700	1325	1	2
3	funny:100-200 AND useful:200-300 AND yelping_since:2011	668	1	4
3	fans:30-40 AND funny:0-100 AND useful:400-500	730	1	2
3	cool:900-1000 AND useful:1500-1600 AND yelping_since:2008	917	1	2
3	average_stars:3.0-3.5 AND cool:300-400 AND review_count:200-300	681	1	4
3	average_stars:4.0-4.5 AND fans:>200 AND review_count:900-1000	483	1	2
3	funny:200-300 AND useful:1000-1100 AND yelping_since:2009	934	1	4
3	cool:500-600 AND funny:200-300 AND yelping_since:2009	447	1	2
3	cool:>1000 AND review_count:100-200 AND yelping_since:2009	980	1	2
3	fans:>200 AND review_count:800-900 AND useful:>2000	845	1	2
3	fans:50-60 AND useful:>2000 AND yelping_since:2009	224	1	2
3	cool:400-500 AND review_count:700-800 AND yelping_since:2007	842	1	2
3	funny:500-600 AND review_count:400-500 AND yelping_since:2009	1098	1	2
3	average_stars:4.0-4.5 AND fans:10-20 AND funny:400-500	526	1	4
3	fans:10-20 AND useful:400-500 AND yelping_since:2011	380	1	2
3	fans:50-60 AND review_count:400-500 AND useful:>2000	420	1	2
3	average_stars:3.5-4.0 AND fans:40-50 AND funny:>1000	799	1	4
3	fans:10-20 AND funny:400-500 AND review_count:500-600	1312	1	2
3	fans:20-30 AND useful:600-700 AND yelping_since:2006	1226	1	2
3	cool:600-700 AND useful:1300-1400 AND yelping_since:2007	801	1	2
3	cool:100-200 AND useful:200-300 AND yelping_since:2011	668	1	4
3	fans:50-60 AND funny:>1000 AND review_count:400-500	420	1	2
3	funny:200-300 AND useful:800-900 AND yelping_since:2010	601	1	4
3	average_stars:3.5-4.0 AND useful:1800-1900 AND yelping_since:2010	953	1	2
3	average_stars:3.5-4.0 AND review_count:700-800 AND useful:800-900	840	1	2
3	cool:300-400 AND funny:400-500 AND yelping_since:2008	911	1	2
3	cool:300-400 AND fans:30-40 AND useful:800-900	841	1	2
3	fans:40-50 AND useful:>2000 AND yelping_since:2008	1243	1	2
3	funny:300-400 AND useful:500-600 AND yelping_since:2009	940	1	2
3	cool:200-300 AND fans:30-40 AND review_count:300-400	732	1	4
3	average_stars:3.5-4.0 AND cool:500-600 AND useful:1300-1400	726	1	4
3	cool:>1000 AND funny:700-800 AND review_count:200-300	989	1	2
3	fans:10-20 AND funny:400-500 AND review_count:100-200	608	1	4
3	average_stars:3.0-3.5 AND review_count:400-500 AND useful:600-700	1299	1	2
3	fans:10-20 AND review_count:200-300 AND yelping_since:2006	684	1	2
3	fans:30-40 AND funny:100-200 AND yelping_since:2009	571	1	4
3	average_stars:3.0-3.5 AND fans:0-10 AND useful:0-100	487	1	4
3	average_stars:3.5-4.0 AND fans:30-40 AND useful:1600-1700	952	1	2
3	cool:600-700 AND useful:1100-1200 AND yelping_since:2009	1249	1	2
3	cool:>1000 AND fans:60-70 AND funny:800-900	1180	1	2
3	average_stars:3.5-4.0 AND cool:>1000 AND funny:900-1000	869	1	2
3	cool:600-700 AND review_count:200-300 AND yelping_since:2010	714	1	2
3	average_stars:4.0-4.5 AND fans:40-50 AND funny:>1000	593	1	2
3	cool:>1000 AND fans:>200 AND review_count:800-900	845	1	2
3	cool:100-200 AND useful:100-200 AND yelping_since:2009	301	1	2
3	fans:30-40 AND review_count:500-600 AND yelping_since:2007	1119	1	2
3	cool:500-600 AND useful:900-1000 AND yelping_since:2009	447	1	2
3	cool:300-400 AND fans:20-30 AND useful:400-500	620	1	4
3	average_stars:3.5-4.0 AND cool:900-1000 AND useful:1600-1700	833	1	4
3	cool:400-500 AND review_count:200-300 AND useful:600-700	1018	1	4
3	fans:40-50 AND funny:300-400 AND useful:500-600	680	1	2
3	funny:100-200 AND useful:100-200 AND yelping_since:2010	314	1	2
3	average_stars:3.5-4.0 AND funny:300-400 AND yelping_since:2011	603	1	6
3	average_stars:3.5-4.0 AND cool:0-100 AND funny:100-200	244	1	6
3	cool:500-600 AND review_count:200-300 AND yelping_since:2007	685	1	2
3	average_stars:4.0-4.5 AND useful:900-1000 AND yelping_since:2006	891	1	2
3	fans:40-50 AND useful:1000-1100 AND yelping_since:2009	576	1	2
3	funny:100-200 AND useful:200-300 AND yelping_since:2010	662	1	2
3	average_stars:3.5-4.0 AND cool:500-600 AND yelping_since:2007	685	1	4
3	cool:800-900 AND fans:100-110 AND review_count:600-700	1324	1	2
3	cool:>1000 AND fans:70-80 AND yelping_since:2009	573	1	4
3	cool:0-100 AND fans:10-20 AND funny:100-200	244	1	4
3	fans:60-70 AND useful:>2000 AND yelping_since:2010	602	1	2
3	average_stars:3.5-4.0 AND funny:900-1000 AND useful:1700-1800	869	1	2
3	fans:180-190 AND funny:>1000 AND useful:>2000	508	1	2
3	average_stars:3.5-4.0 AND funny:700-800 AND useful:1300-1400	865	1	2
3	cool:100-200 AND fans:0-10 AND yelping_since:2011	237	1	4
3	funny:200-300 AND useful:800-900 AND yelping_since:2008	560	1	2
3	average_stars:3.0-3.5 AND fans:0-10 AND useful:400-500	618	1	2
3	fans:70-80 AND funny:300-400 AND review_count:300-400	1029	1	2
3	cool:400-500 AND fans:40-50 AND funny:100-200	506	1	2
3	cool:800-900 AND fans:40-50 AND yelping_since:2008	908	1	2
3	average_stars:3.0-3.5 AND cool:300-400 AND yelping_since:2008	911	1	4
3	fans:20-30 AND useful:500-600 AND yelping_since:2010	598	1	4
3	fans:30-40 AND funny:100-200 AND review_count:200-300	672	1	2
3	review_count:400-500 AND useful:>2000 AND yelping_since:2009	434	1	2
3	average_stars:3.0-3.5 AND fans:0-10 AND funny:200-300	401	1	2
3	fans:30-40 AND funny:300-400 AND yelping_since:2008	1237	1	2
3	average_stars:4.0-4.5 AND cool:300-400 AND yelping_since:2009	931	1	2
3	cool:400-500 AND fans:10-20 AND yelping_since:2008	1005	1	2
3	funny:>1000 AND useful:>2000 AND yelping_since:2005	511	1	2
3	average_stars:3.5-4.0 AND cool:400-500 AND useful:600-700	747	1	8
3	fans:20-30 AND review_count:400-500 AND useful:1400-1500	1082	1	2
3	funny:>1000 AND review_count:600-700 AND yelping_since:2006	832	1	2
3	fans:100-110 AND funny:>1000 AND yelping_since:2007	393	1	2
3	cool:>1000 AND fans:40-50 AND useful:1400-1500	866	1	2
3	fans:30-40 AND funny:600-700 AND review_count:200-300	674	1	2
3	average_stars:3.5-4.0 AND funny:100-200 AND review_count:500-600	820	1	6
3	cool:100-200 AND useful:100-200 AND yelping_since:2008	643	1	4
3	average_stars:4.0-4.5 AND useful:1900-2000 AND yelping_since:2009	1252	1	2
3	cool:200-300 AND funny:200-300 AND review_count:600-700	836	1	2
3	cool:300-400 AND fans:30-40 AND useful:600-700	352	1	4
3	cool:600-700 AND review_count:200-300 AND useful:800-900	995	1	2
3	average_stars:3.5-4.0 AND funny:200-300 AND yelping_since:2011	985	1	8
3	funny:200-300 AND review_count:700-800 AND useful:1000-1100	842	1	2
3	fans:20-30 AND funny:400-500 AND yelping_since:2009	1248	1	2
3	funny:>1000 AND review_count:300-400 AND useful:>2000	742	1	8
3	average_stars:4.0-4.5 AND fans:10-20 AND yelping_since:2007	526	1	4
3	review_count:300-400 AND useful:400-500 AND yelping_since:2009	408	1	2
3	funny:200-300 AND review_count:600-700 AND yelping_since:2008	836	1	2
3	average_stars:3.0-3.5 AND useful:>2000 AND yelping_since:2009	587	1	4
3	funny:200-300 AND useful:800-900 AND yelping_since:2007	905	1	2
3	funny:600-700 AND review_count:200-300 AND yelping_since:2008	694	1	2
3	funny:100-200 AND useful:700-800 AND yelping_since:2007	756	1	2
3	cool:300-400 AND review_count:400-500 AND yelping_since:2008	1095	1	2
3	average_stars:3.0-3.5 AND review_count:400-500 AND yelping_since:2009	1097	1	2
3	average_stars:3.5-4.0 AND fans:60-70 AND yelping_since:2010	1101	1	2
3	average_stars:4.0-4.5 AND fans:10-20 AND useful:700-800	1038	1	2
3	average_stars:3.5-4.0 AND cool:200-300 AND review_count:900-1000	1162	1	2
3	cool:400-500 AND funny:300-400 AND useful:900-1000	741	1	2
3	review_count:400-500 AND useful:400-500 AND yelping_since:2009	1099	1	2
3	average_stars:3.5-4.0 AND fans:40-50 AND review_count:300-400	1066	1	6
3	average_stars:4.0-4.5 AND cool:700-800 AND funny:300-400	1169	1	2
3	average_stars:4.0-4.5 AND funny:>1000 AND review_count:200-300	686	1	2
3	fans:30-40 AND review_count:300-400 AND useful:500-600	732	1	2
3	average_stars:3.0-3.5 AND fans:70-80 AND useful:1900-2000	1202	1	2
3	funny:400-500 AND review_count:500-600 AND useful:1000-1100	1314	1	2
3	review_count:700-800 AND useful:>2000 AND yelping_since:2010	844	1	2
3	average_stars:3.0-3.5 AND cool:200-300 AND useful:600-700	923	1	2
3	fans:30-40 AND review_count:500-600 AND useful:800-900	1116	1	4
3	fans:60-70 AND funny:600-700 AND yelping_since:2010	1258	1	2
3	average_stars:3.5-4.0 AND funny:100-200 AND yelping_since:2005	264	1	2
3	average_stars:3.5-4.0 AND useful:1600-1700 AND yelping_since:2006	833	1	2
3	fans:30-40 AND useful:500-600 AND yelping_since:2008	698	1	2
3	average_stars:4.0-4.5 AND funny:500-600 AND yelping_since:2010	1257	1	2
3	review_count:400-500 AND useful:1300-1400 AND yelping_since:2007	801	1	2
3	average_stars:4.0-4.5 AND funny:100-200 AND useful:600-700	391	1	2
3	average_stars:3.0-3.5 AND fans:80-90 AND yelping_since:2008	561	1	2
3	review_count:500-600 AND useful:500-600 AND yelping_since:2006	1317	1	2
3	average_stars:4.0-4.5 AND cool:200-300 AND useful:600-700	391	1	4
3	cool:>1000 AND funny:900-1000 AND yelping_since:2008	919	1	2
3	cool:>1000 AND fans:90-100 AND review_count:600-700	451	1	2
3	funny:300-400 AND review_count:600-700 AND yelping_since:2006	1143	1	2
3	cool:>1000 AND fans:80-90 AND review_count:600-700	450	1	2
3	funny:200-300 AND review_count:500-600 AND yelping_since:2009	447	1	2
3	funny:100-200 AND review_count:300-400 AND yelping_since:2010	782	1	2
3	fans:10-20 AND review_count:400-500 AND useful:300-400	790	1	2
3	average_stars:3.5-4.0 AND funny:>1000 AND yelping_since:2005	511	1	2
3	cool:>1000 AND fans:60-70 AND yelping_since:2008	909	1	4
3	funny:100-200 AND useful:600-700 AND yelping_since:2008	1007	1	2
3	cool:200-300 AND funny:400-500 AND yelping_since:2009	709	1	2
3	fans:20-30 AND funny:0-100 AND review_count:100-200	970	1	6
3	funny:100-200 AND review_count:300-400 AND useful:800-900	404	1	2
3	funny:>1000 AND review_count:200-300 AND yelping_since:2007	686	1	4
3	average_stars:3.5-4.0 AND cool:300-400 AND review_count:500-600	1107	1	6
3	cool:600-700 AND funny:500-600 AND yelping_since:2009	1098	1	2
3	review_count:600-700 AND useful:1200-1300 AND yelping_since:2005	1142	1	2
3	average_stars:3.5-4.0 AND useful:1500-1600 AND yelping_since:2008	917	1	2
3	average_stars:3.0-3.5 AND cool:200-300 AND review_count:200-300	999	1	4
3	average_stars:3.0-3.5 AND funny:0-100 AND yelping_since:2008	541	1	2
3	cool:200-300 AND review_count:100-200 AND yelping_since:2010	319	1	6
3	average_stars:3.5-4.0 AND useful:1900-2000 AND yelping_since:2009	937	1	2
3	fans:40-50 AND funny:200-300 AND useful:800-900	601	1	2
3	funny:600-700 AND review_count:200-300 AND useful:1100-1200	694	1	2
3	fans:30-40 AND funny:700-800 AND useful:1300-1400	865	1	2
3	average_stars:4.0-4.5 AND funny:0-100 AND useful:400-500	730	1	6
3	average_stars:3.5-4.0 AND useful:600-700 AND yelping_since:2006	747	1	4
3	fans:50-60 AND funny:>1000 AND yelping_since:2008	915	1	2
3	fans:30-40 AND review_count:200-300 AND useful:600-700	352	1	4
3	review_count:400-500 AND useful:400-500 AND yelping_since:2008	1306	1	2
3	average_stars:4.0-4.5 AND cool:400-500 AND yelping_since:2008	924	1	2
3	fans:20-30 AND review_count:500-600 AND yelping_since:2007	1118	1	4
3	fans:20-30 AND review_count:100-200 AND yelping_since:2008	976	1	6
3	average_stars:4.0-4.5 AND useful:600-700 AND yelping_since:2009	941	1	4
3	fans:30-40 AND review_count:300-400 AND useful:400-500	730	1	2
3	fans:30-40 AND review_count:300-400 AND yelping_since:2009	1055	1	6
3	cool:200-300 AND fans:40-50 AND useful:600-700	234	1	2
3	average_stars:4.0-4.5 AND funny:500-600 AND yelping_since:2008	913	1	2
3	average_stars:3.5-4.0 AND fans:180-190 AND funny:>1000	508	1	2
3	fans:40-50 AND funny:700-800 AND review_count:300-400	1282	1	2
3	fans:10-20 AND funny:300-400 AND review_count:200-300	342	1	2
3	average_stars:3.0-3.5 AND fans:30-40 AND review_count:300-400	1055	1	2
3	average_stars:3.5-4.0 AND useful:700-800 AND yelping_since:2011	603	1	2
3	average_stars:4.0-4.5 AND review_count:200-300 AND yelping_since:2006	1275	1	2
3	fans:30-40 AND funny:400-500 AND review_count:300-400	1281	1	2
3	fans:50-60 AND review_count:300-400 AND yelping_since:2009	407	1	2
3	average_stars:3.5-4.0 AND review_count:600-700 AND useful:1600-1700	833	1	4
3	average_stars:3.0-3.5 AND cool:100-200 AND fans:20-30	462	1	6
3	average_stars:3.5-4.0 AND review_count:600-700 AND useful:1000-1100	828	1	4
3	funny:100-200 AND review_count:300-400 AND useful:600-700	391	1	2
3	cool:200-300 AND fans:40-50 AND funny:100-200	234	1	2
3	funny:0-100 AND review_count:400-500 AND useful:400-500	791	1	2
3	cool:100-200 AND fans:20-30 AND funny:200-300	462	1	4
3	average_stars:3.5-4.0 AND funny:600-700 AND yelping_since:2006	996	1	2
3	cool:300-400 AND fans:10-20 AND review_count:200-300	334	1	6
3	average_stars:3.0-3.5 AND cool:100-200 AND review_count:600-700	462	1	2
3	cool:700-800 AND fans:30-40 AND review_count:700-800	1338	1	2
3	cool:0-100 AND fans:0-10 AND useful:300-400	294	1	6
3	cool:200-300 AND fans:30-40 AND yelping_since:2010	591	1	4
3	fans:40-50 AND funny:200-300 AND yelping_since:2007	201	1	2
3	review_count:300-400 AND useful:500-600 AND yelping_since:2008	401	1	4
3	fans:10-20 AND funny:300-400 AND useful:800-900	881	1	2
3	average_stars:3.5-4.0 AND fans:30-40 AND funny:>1000	914	1	2
3	average_stars:3.5-4.0 AND cool:300-400 AND useful:1000-1100	789	1	2
3	cool:300-400 AND fans:0-10 AND funny:100-200	262	1	2
3	cool:>1000 AND review_count:400-500 AND yelping_since:2009	434	1	4
3	fans:60-70 AND funny:800-900 AND review_count:600-700	1328	1	2
3	cool:200-300 AND review_count:300-400 AND yelping_since:2006	1043	1	2
3	funny:>1000 AND review_count:900-1000 AND yelping_since:2006	486	1	2
3	average_stars:4.0-4.5 AND cool:>1000 AND funny:900-1000	573	1	4
3	cool:200-300 AND fans:30-40 AND useful:600-700	582	1	4
3	average_stars:3.5-4.0 AND fans:50-60 AND yelping_since:2009	224	1	2
3	fans:30-40 AND review_count:400-500 AND yelping_since:2011	1105	1	2
3	average_stars:4.0-4.5 AND cool:800-900 AND funny:500-600	913	1	4
3	cool:300-400 AND fans:20-30 AND yelping_since:2008	1234	1	2
3	average_stars:3.5-4.0 AND cool:300-400 AND funny:400-500	858	1	6
3	average_stars:3.5-4.0 AND cool:300-400 AND review_count:600-700	1134	1	2
3	fans:0-10 AND review_count:300-400 AND useful:500-600	401	1	2
3	average_stars:3.5-4.0 AND review_count:400-500 AND useful:800-900	794	1	4
3	fans:40-50 AND funny:200-300 AND useful:1000-1100	201	1	2
3	fans:30-40 AND funny:700-800 AND review_count:200-300	719	1	2
3	average_stars:3.0-3.5 AND useful:700-800 AND yelping_since:2009	583	1	2
3	cool:100-200 AND useful:400-500 AND yelping_since:2007	903	1	2
3	average_stars:3.5-4.0 AND review_count:100-200 AND yelping_since:2005	264	1	2
3	cool:700-800 AND fans:40-50 AND funny:400-500	1172	1	2
3	cool:0-100 AND review_count:400-500 AND useful:300-400	790	1	2
3	fans:90-100 AND funny:>1000 AND review_count:600-700	451	1	2
3	average_stars:4.0-4.5 AND cool:100-200 AND yelping_since:2007	533	1	2
3	funny:400-500 AND review_count:500-600 AND yelping_since:2009	1129	1	2
3	average_stars:4.0-4.5 AND fans:30-40 AND yelping_since:2006	1042	1	4
3	cool:400-500 AND funny:400-500 AND review_count:100-200	635	1	4
3	average_stars:4.0-4.5 AND cool:500-600 AND useful:1100-1200	861	1	2
3	cool:200-300 AND funny:100-200 AND yelping_since:2005	264	1	2
3	fans:10-20 AND useful:600-700 AND yelping_since:2008	558	1	2
3	review_count:300-400 AND useful:700-800 AND yelping_since:2008	770	1	6
3	average_stars:3.5-4.0 AND fans:30-40 AND review_count:700-800	840	1	4
3	funny:100-200 AND review_count:300-400 AND yelping_since:2009	408	1	6
3	average_stars:4.0-4.5 AND review_count:700-800 AND useful:>2000	843	1	4
3	cool:100-200 AND funny:200-300 AND review_count:600-700	462	1	2
3	average_stars:3.5-4.0 AND review_count:300-400 AND useful:>2000	742	1	4
3	review_count:200-300 AND useful:500-600 AND yelping_since:2006	684	1	2
3	fans:40-50 AND review_count:700-800 AND yelping_since:2007	1156	1	2
3	review_count:300-400 AND useful:500-600 AND yelping_since:2010	782	1	2
3	fans:20-30 AND funny:300-400 AND useful:500-600	994	1	4
3	fans:20-30 AND funny:0-100 AND useful:300-400	489	1	4
3	fans:80-90 AND funny:>1000 AND yelping_since:2009	575	1	6
3	cool:400-500 AND funny:200-300 AND review_count:700-800	842	1	2
3	fans:20-30 AND funny:400-500 AND review_count:300-400	1030	1	2
3	funny:200-300 AND review_count:100-200 AND useful:200-300	614	1	2
3	fans:10-20 AND review_count:300-400 AND useful:700-800	1038	1	4
3	review_count:200-300 AND useful:1100-1200 AND yelping_since:2008	694	1	2
3	fans:10-20 AND review_count:100-200 AND yelping_since:2011	323	1	6
3	funny:300-400 AND useful:1000-1100 AND yelping_since:2009	576	1	2
3	cool:300-400 AND review_count:700-800 AND useful:800-900	841	1	2
3	average_stars:3.0-3.5 AND fans:10-20 AND review_count:500-600	815	1	2
3	average_stars:4.0-4.5 AND funny:100-200 AND useful:200-300	253	1	2
3	fans:0-10 AND funny:0-100 AND review_count:300-400	381	1	6
3	fans:10-20 AND funny:400-500 AND review_count:200-300	988	1	4
3	average_stars:3.0-3.5 AND cool:700-800 AND yelping_since:2009	1247	1	2
3	review_count:300-400 AND useful:600-700 AND yelping_since:2009	774	1	2
3	fans:40-50 AND review_count:400-500 AND yelping_since:2010	435	1	4
3	cool:>1000 AND review_count:200-300 AND yelping_since:2010	1021	1	2
3	average_stars:3.0-3.5 AND funny:400-500 AND useful:400-500	870	1	2
3	average_stars:3.0-3.5 AND fans:10-20 AND funny:300-400	1167	1	2
3	cool:700-800 AND funny:700-800 AND yelping_since:2006	1222	1	2
3	fans:60-70 AND funny:>1000 AND yelping_since:2010	602	1	2
3	cool:300-400 AND fans:20-30 AND useful:1000-1100	789	1	2
3	average_stars:3.5-4.0 AND review_count:500-600 AND useful:500-600	823	1	4
3	average_stars:4.0-4.5 AND review_count:900-1000 AND useful:>2000	483	1	2
3	average_stars:3.0-3.5 AND fans:50-60 AND yelping_since:2008	915	1	2
3	cool:300-400 AND fans:20-30 AND funny:300-400	725	1	6
3	average_stars:4.0-4.5 AND fans:80-90 AND yelping_since:2009	945	1	4
3	cool:300-400 AND fans:20-30 AND useful:800-900	879	1	4
3	average_stars:3.5-4.0 AND cool:0-100 AND review_count:400-500	811	1	2
3	cool:100-200 AND useful:400-500 AND yelping_since:2011	964	1	2
3	average_stars:3.5-4.0 AND funny:400-500 AND review_count:300-400	764	1	4
3	average_stars:4.0-4.5 AND cool:100-200 AND yelping_since:2011	983	1	4
3	average_stars:3.5-4.0 AND funny:200-300 AND useful:400-500	624	1	8
3	average_stars:3.0-3.5 AND fans:10-20 AND useful:600-700	558	1	4
3	average_stars:3.0-3.5 AND fans:80-90 AND useful:>2000	561	1	2
3	review_count:200-300 AND useful:200-300 AND yelping_since:2011	1024	1	2
3	fans:40-50 AND review_count:400-500 AND useful:1300-1400	1081	1	2
3	cool:600-700 AND funny:400-500 AND yelping_since:2008	912	1	2
3	cool:500-600 AND review_count:500-600 AND yelping_since:2009	447	1	2
3	cool:300-400 AND funny:200-300 AND yelping_since:2007	524	1	4
3	average_stars:3.5-4.0 AND cool:200-300 AND useful:800-900	880	1	2
3	fans:>200 AND funny:>1000 AND yelping_since:2006	521	1	2
3	average_stars:3.0-3.5 AND fans:0-10 AND useful:500-600	401	1	4
3	cool:400-500 AND fans:20-30 AND useful:900-1000	883	1	2
3	cool:400-500 AND fans:40-50 AND useful:700-800	506	1	2
3	fans:40-50 AND funny:500-600 AND yelping_since:2007	899	1	2
3	funny:300-400 AND useful:800-900 AND yelping_since:2011	1269	1	2
3	average_stars:4.0-4.5 AND funny:0-100 AND review_count:300-400	730	1	4
3	cool:>1000 AND useful:1500-1600 AND yelping_since:2008	918	1	2
3	cool:200-300 AND review_count:100-200 AND yelping_since:2005	264	1	2
3	cool:>1000 AND fans:120-130 AND review_count:500-600	1117	1	2
3	funny:0-100 AND review_count:400-500 AND useful:300-400	790	1	2
3	cool:0-100 AND review_count:300-400 AND useful:200-300	1035	1	2
3	average_stars:4.0-4.5 AND useful:400-500 AND yelping_since:2011	963	1	2
3	cool:>1000 AND review_count:200-300 AND yelping_since:2007	686	1	4
3	funny:300-400 AND useful:600-700 AND yelping_since:2007	536	1	4
3	average_stars:3.5-4.0 AND cool:300-400 AND useful:900-1000	795	1	4
3	funny:200-300 AND useful:200-300 AND yelping_since:2009	703	1	2
3	average_stars:3.0-3.5 AND cool:300-400 AND funny:400-500	911	1	2
3	cool:>1000 AND fans:>200 AND yelping_since:2006	521	1	2
3	average_stars:3.5-4.0 AND funny:500-600 AND review_count:500-600	1124	1	2
3	average_stars:4.0-4.5 AND useful:500-600 AND yelping_since:2007	904	1	4
3	cool:400-500 AND useful:700-800 AND yelping_since:2008	1008	1	4
3	average_stars:4.0-4.5 AND cool:500-600 AND review_count:500-600	447	1	4
3	cool:300-400 AND fans:20-30 AND useful:600-700	942	1	4
3	average_stars:3.0-3.5 AND fans:50-60 AND yelping_since:2009	407	1	2
3	funny:400-500 AND useful:600-700 AND yelping_since:2008	558	1	4
3	fans:40-50 AND funny:100-200 AND yelping_since:2010	234	1	2
3	average_stars:3.5-4.0 AND fans:120-130 AND yelping_since:2009	585	1	2
3	funny:300-400 AND useful:1200-1300 AND yelping_since:2008	1127	1	4
3	fans:40-50 AND useful:800-900 AND yelping_since:2010	601	1	2
3	average_stars:4.0-4.5 AND fans:70-80 AND funny:900-1000	573	1	2
3	cool:>1000 AND review_count:400-500 AND useful:1700-1800	1083	1	2
3	average_stars:3.0-3.5 AND review_count:200-300 AND useful:400-500	992	1	2
3	fans:80-90 AND useful:>2000 AND yelping_since:2008	561	1	4
3	average_stars:4.0-4.5 AND fans:40-50 AND yelping_since:2008	1232	1	2
3	average_stars:3.0-3.5 AND review_count:200-300 AND useful:500-600	697	1	6
3	fans:40-50 AND funny:>1000 AND yelping_since:2007	799	1	2
3	cool:400-500 AND fans:30-40 AND yelping_since:2009	925	1	2
3	cool:500-600 AND funny:200-300 AND yelping_since:2011	959	1	2
3	funny:0-100 AND review_count:200-300 AND yelping_since:2008	349	1	4
3	average_stars:3.5-4.0 AND funny:200-300 AND review_count:700-800	840	1	4
3	cool:400-500 AND fans:40-50 AND funny:200-300	201	1	2
3	average_stars:3.5-4.0 AND review_count:700-800 AND yelping_since:2006	465	1	4
3	cool:300-400 AND fans:10-20 AND useful:700-800	583	1	2
3	average_stars:3.5-4.0 AND cool:600-700 AND review_count:500-600	1114	1	2
3	fans:10-20 AND funny:400-500 AND useful:400-500	870	1	2
3	cool:0-100 AND fans:10-20 AND yelping_since:2011	323	1	4
3	average_stars:4.0-4.5 AND useful:300-400 AND yelping_since:2009	360	1	4
3	cool:200-300 AND review_count:200-300 AND useful:300-400	689	1	2
3	cool:300-400 AND fans:10-20 AND funny:100-200	334	1	4
3	average_stars:3.5-4.0 AND useful:400-500 AND yelping_since:2006	515	1	4
3	average_stars:3.0-3.5 AND cool:200-300 AND fans:20-30	261	1	4
3	fans:0-10 AND useful:300-400 AND yelping_since:2010	231	1	4
3	fans:60-70 AND funny:200-300 AND useful:1100-1200	1140	1	2
3	cool:300-400 AND useful:500-600 AND yelping_since:2009	940	1	2
3	average_stars:3.5-4.0 AND funny:100-200 AND useful:100-200	244	1	2
3	fans:>200 AND useful:>2000 AND yelping_since:2006	521	1	2
3	fans:40-50 AND funny:200-300 AND review_count:200-300	673	1	2
3	funny:100-200 AND review_count:100-200 AND yelping_since:2005	264	1	2
3	cool:>1000 AND fans:60-70 AND useful:1400-1500	531	1	2
3	average_stars:3.0-3.5 AND fans:10-20 AND useful:700-800	583	1	2
3	average_stars:3.0-3.5 AND cool:300-400 AND useful:700-800	583	1	2
3	average_stars:4.0-4.5 AND cool:500-600 AND fans:30-40	861	1	2
3	review_count:400-500 AND useful:1100-1200 AND yelping_since:2010	1104	1	2
3	cool:0-100 AND funny:100-200 AND yelping_since:2010	314	1	4
3	average_stars:3.5-4.0 AND review_count:500-600 AND yelping_since:2011	1130	1	4
3	cool:300-400 AND funny:200-300 AND useful:1000-1100	1078	1	2
3	average_stars:4.0-4.5 AND useful:900-1000 AND yelping_since:2008	924	1	2
3	cool:200-300 AND review_count:500-600 AND useful:400-500	819	1	2
3	average_stars:4.0-4.5 AND cool:>1000 AND review_count:700-800	843	1	4
3	fans:40-50 AND review_count:500-600 AND yelping_since:2010	1322	1	2
3	funny:200-300 AND useful:900-1000 AND yelping_since:2009	447	1	2
3	fans:80-90 AND review_count:600-700 AND useful:>2000	450	1	2
3	cool:>1000 AND fans:70-80 AND yelping_since:2006	1218	1	2
3	fans:20-30 AND useful:700-800 AND yelping_since:2011	603	1	2
3	fans:0-10 AND funny:100-200 AND yelping_since:2011	237	1	6
3	funny:400-500 AND review_count:400-500 AND yelping_since:2011	1106	1	2
3	fans:30-40 AND funny:700-800 AND yelping_since:2010	719	1	2
3	cool:500-600 AND fans:50-60 AND useful:900-1000	1213	1	2
3	average_stars:3.5-4.0 AND fans:10-20 AND yelping_since:2005	264	1	2
3	average_stars:3.0-3.5 AND fans:50-60 AND review_count:300-400	407	1	4
3	fans:30-40 AND review_count:200-300 AND useful:800-900	995	1	2
3	cool:900-1000 AND funny:700-800 AND yelping_since:2008	1240	1	2
3	cool:100-200 AND fans:20-30 AND review_count:600-700	462	1	2
3	cool:800-900 AND funny:500-600 AND yelping_since:2008	913	1	2
3	review_count:100-200 AND useful:500-600 AND yelping_since:2008	645	1	4
3	fans:20-30 AND review_count:400-500 AND yelping_since:2008	805	1	4
3	average_stars:3.0-3.5 AND cool:300-400 AND funny:100-200	854	1	2
3	funny:100-200 AND review_count:400-500 AND yelping_since:2008	1096	1	4
3	average_stars:3.5-4.0 AND useful:1300-1400 AND yelping_since:2007	801	1	4
3	review_count:600-700 AND useful:800-900 AND yelping_since:2008	1334	1	2
3	fans:30-40 AND useful:600-700 AND yelping_since:2007	536	1	2
3	fans:30-40 AND useful:600-700 AND yelping_since:2008	352	1	4
3	cool:300-400 AND review_count:200-300 AND yelping_since:2011	1023	1	2
3	average_stars:4.0-4.5 AND fans:50-60 AND yelping_since:2009	1245	1	2
3	cool:>1000 AND fans:50-60 AND review_count:400-500	420	1	2
4	fans:0-10 AND funny:100-200 AND review_count:100-200 AND useful:500-600	262	1	2
