review_count	yelping_since	useful	funny	cool	fans	average_stars
200-300	2010	300-400	0-100	100-200	30-40	3.5-4.0
400-500	2009	>2000	>1000	>1000	70-80	3.5-4.0
200-300	2009	500-600	300-400	300-400	40-50	3.5-4.0
700-800	2008	>2000	>1000	>1000	80-90	3.0-3.5
600-700	2010	>2000	>1000	>1000	>200	3.5-4.0
100-200	2008	100-200	0-100	0-100	10-20	4.0-4.5
200-300	2010	600-700	100-200	200-300	40-50	3.5-4.0
100-200	2006	200-300	100-200	200-300	10-20	3.0-3.5
300-400	2009	500-600	300-400	100-200	20-30	3.5-4.0
200-300	2007	>2000	>1000	>1000	90-100	3.5-4.0
100-200	2008	200-300	200-300	100-200	0-10	3.5-4.0
200-300	2006	1200-1300	600-700	900-1000	50-60	3.5-4.0
100-200	2009	200-300	0-100	100-200	0-10	3.5-4.0
200-300	2010	300-400	100-200	100-200	10-20	3.5-4.0
100-200	2007	0-100	0-100	0-100	0-10	4.0-4.5
800-900	2009	>2000	>1000	>1000	80-90	4.0-4.5
200-300	2009	400-500	100-200	100-200	20-30	4.0-4.5
100-200	2008	100-200	0-100	0-100	0-10	3.0-3.5
300-400	2008	400-500	100-200	100-200	20-30	3.5-4.0
700-800	2006	800-900	200-300	300-400	30-40	3.5-4.0
200-300	2011	100-200	0-100	0-100	0-10	4.0-4.5
400-500	2008	400-500	100-200	100-200	10-20	4.0-4.5
100-200	2010	200-300	0-100	100-200	10-20	3.0-3.5
400-500	2010	300-400	0-100	0-100	10-20	3.5-4.0
200-300	2011	200-300	100-200	0-100	0-10	3.0-3.5
700-800	2010	400-500	0-100	100-200	10-20	3.5-4.0
100-200	2007	100-200	100-200	0-100	10-20	3.5-4.0
900-1000	2006	>2000	>1000	>1000	110-120	3.5-4.0
300-400	2007	300-400	100-200	100-200	10-20	3.0-3.5
100-200	2006	500-600	0-100	200-300	20-30	4.0-4.5
400-500	2008	>2000	>1000	>1000	80-90	3.5-4.0
300-400	2010	1200-1300	400-500	600-700	40-50	3.5-4.0
400-500	2006	600-700	100-200	200-300	20-30	3.5-4.0
500-600	2008	>2000	>1000	>1000	>200	3.5-4.0
500-600	2009	800-900	300-400	400-500	30-40	3.5-4.0
600-700	2009	1000-1100	300-400	400-500	40-50	3.5-4.0
100-200	2010	200-300	0-100	100-200	10-20	4.0-4.5
300-400	2008	400-500	100-200	100-200	0-10	3.0-3.5
500-600	2008	1500-1600	600-700	900-1000	80-90	3.5-4.0
600-700	2008	800-900	>1000	600-700	30-40	3.5-4.0
200-300	2005	1900-2000	>1000	>1000	70-80	3.0-3.5
900-1000	2010	1700-1800	800-900	>1000	140-150	3.5-4.0
300-400	2008	200-300	0-100	0-100	10-20	3.5-4.0
100-200	2011	200-300	100-200	100-200	0-10	4.0-4.5
200-300	2009	300-400	200-300	100-200	10-20	4.0-4.5
200-300	2008	400-500	100-200	100-200	10-20	3.5-4.0
200-300	2009	1200-1300	700-800	>1000	40-50	3.5-4.0
200-300	2008	800-900	100-200	400-500	10-20	3.0-3.5
200-300	2009	200-300	0-100	0-100	0-10	3.5-4.0
300-400	2009	1300-1400	600-700	500-600	30-40	3.5-4.0
100-200	2008	100-200	200-300	100-200	10-20	3.5-4.0
200-300	2007	300-400	100-200	200-300	10-20	3.0-3.5
200-300	2008	300-400	100-200	100-200	10-20	3.5-4.0
600-700	2009	1900-2000	>1000	900-1000	80-90	3.5-4.0
200-300	2010	400-500	200-300	200-300	10-20	3.5-4.0
0-100	2011	100-200	0-100	0-100	0-10	3.0-3.5
600-700	2009	>2000	>1000	>1000	80-90	3.5-4.0
500-600	2009	900-1000	200-300	500-600	20-30	4.0-4.5
200-300	2010	200-300	0-100	0-100	0-10	3.5-4.0
100-200	2010	100-200	0-100	0-100	0-10	3.0-3.5
800-900	2008	>2000	>1000	>1000	100-110	4.0-4.5
600-700	2005	1000-1100	900-1000	400-500	40-50	3.5-4.0
100-200	2009	100-200	0-100	100-200	0-10	4.0-4.5
200-300	2009	300-400	100-200	100-200	10-20	3.5-4.0
700-800	2008	800-900	200-300	300-400	30-40	3.5-4.0
700-800	2010	>2000	>1000	900-1000	80-90	3.5-4.0
800-900	2006	>2000	400-500	>1000	70-80	3.5-4.0
400-500	2008	1000-1100	500-600	500-600	20-30	3.0-3.5
100-200	2011	600-700	200-300	300-400	50-60	4.0-4.5
300-400	2007	300-400	0-100	100-200	10-20	3.5-4.0
100-200	2010	400-500	0-100	200-300	20-30	3.5-4.0
300-400	2008	600-700	200-300	200-300	50-60	3.5-4.0
300-400	2008	900-1000	600-700	500-600	50-60	3.5-4.0
100-200	2008	200-300	0-100	100-200	0-10	3.0-3.5
100-200	2011	300-400	100-200	100-200	0-10	3.5-4.0
400-500	2011	800-900	400-500	700-800	40-50	4.0-4.5
300-400	2009	1300-1400	500-600	800-900	40-50	3.5-4.0
600-700	2010	1000-1100	200-300	400-500	60-70	4.0-4.5
300-400	2006	600-700	200-300	200-300	10-20	3.5-4.0
100-200	2007	300-400	100-200	200-300	10-20	3.5-4.0
900-1000	2009	>2000	>1000	>1000	60-70	3.5-4.0
800-900	2010	1300-1400	200-300	300-400	20-30	4.0-4.5
300-400	2008	400-500	100-200	100-200	10-20	3.5-4.0
200-300	2007	1100-1200	300-400	900-1000	30-40	4.0-4.5
400-500	2008	1200-1300	700-800	800-900	90-100	3.5-4.0
500-600	2008	>2000	100-200	800-900	40-50	3.5-4.0
100-200	2008	200-300	100-200	100-200	10-20	3.5-4.0
500-600	2009	1500-1600	800-900	>1000	80-90	4.0-4.5
400-500	2009	1000-1100	200-300	700-800	30-40	3.5-4.0
400-500	2006	1300-1400	700-800	>1000	170-180	4.0-4.5
100-200	2006	100-200	0-100	0-100	10-20	3.5-4.0
100-200	2009	700-800	200-300	300-400	10-20	3.0-3.5
100-200	2009	300-400	0-100	0-100	0-10	3.5-4.0
300-400	2011	1600-1700	700-800	>1000	20-30	4.0-4.5
600-700	2006	500-600	100-200	300-400	30-40	4.0-4.5
0-100	2010	100-200	0-100	0-100	0-10	4.0-4.5
900-1000	2008	1900-2000	800-900	>1000	60-70	3.5-4.0
100-200	2009	200-300	0-100	0-100	0-10	3.0-3.5
500-600	2007	1800-1900	800-900	>1000	80-90	3.5-4.0
400-500	2007	1400-1500	>1000	>1000	40-50	3.5-4.0
200-300	2009	500-600	400-500	200-300	20-30	3.0-3.5
200-300	2010	300-400	0-100	100-200	10-20	4.0-4.5
100-200	2011	0-100	0-100	0-100	0-10	3.5-4.0
100-200	2008	500-600	200-300	200-300	0-10	3.5-4.0
500-600	2008	1300-1400	800-900	500-600	50-60	3.5-4.0
200-300	2007	200-300	100-200	100-200	10-20	3.5-4.0
100-200	2010	200-300	100-200	0-100	0-10	3.0-3.5
200-300	2009	600-700	200-300	100-200	10-20	3.5-4.0
100-200	2008	100-200	0-100	0-100	0-10	3.5-4.0
100-200	2010	100-200	0-100	0-100	0-10	3.5-4.0
200-300	2007	100-200	0-100	0-100	0-10	3.5-4.0
800-900	2006	>2000	>1000	>1000	110-120	3.5-4.0
300-400	2008	400-500	100-200	100-200	10-20	3.5-4.0
200-300	2007	500-600	200-300	300-400	20-30	3.5-4.0
200-300	2009	100-200	0-100	0-100	10-20	4.0-4.5
300-400	2009	800-900	400-500	600-700	10-20	3.5-4.0
200-300	2007	600-700	300-400	500-600	30-40	3.5-4.0
800-900	2010	1600-1700	600-700	>1000	60-70	4.0-4.5
200-300	2008	700-800	100-200	200-300	20-30	3.5-4.0
500-600	2011	500-600	100-200	100-200	10-20	4.0-4.5
700-800	2007	>2000	>1000	>1000	>200	3.5-4.0
800-900	2009	>2000	500-600	700-800	90-100	3.0-3.5
600-700	2007	1600-1700	800-900	800-900	40-50	3.5-4.0
700-800	2007	>2000	>1000	>1000	70-80	3.5-4.0
100-200	2010	100-200	0-100	0-100	0-10	3.5-4.0
300-400	2009	500-600	200-300	100-200	10-20	3.5-4.0
500-600	2008	500-600	100-200	100-200	10-20	3.0-3.5
800-900	2006	>2000	>1000	>1000	90-100	3.5-4.0
100-200	2008	0-100	0-100	0-100	0-10	3.5-4.0
400-500	2010	600-700	200-300	300-400	40-50	3.5-4.0
100-200	2007	600-700	400-500	400-500	50-60	4.0-4.5
200-300	2007	500-600	0-100	200-300	10-20	3.5-4.0
100-200	2007	200-300	0-100	0-100	0-10	3.5-4.0
100-200	2010	200-300	0-100	0-100	0-10	3.5-4.0
300-400	2008	>2000	700-800	>1000	80-90	3.0-3.5
300-400	2006	400-500	100-200	200-300	0-10	3.5-4.0
500-600	2008	>2000	>1000	>1000	50-60	3.5-4.0
800-900	2010	>2000	>1000	>1000	190-200	3.5-4.0
300-400	2011	600-700	100-200	200-300	20-30	4.0-4.5
100-200	2008	200-300	300-400	100-200		3.0-3.5
100-200	2007	400-500	300-400	300-400	20-30	3.5-4.0
100-200	2011	100-200	0-100	0-100	0-10	3.0-3.5
100-200	2007	100-200	0-100	0-100	0-10	3.5-4.0
100-200	2012	200-300	100-200	100-200	10-20	3.5-4.0
200-300	2009	300-400	0-100	100-200	10-20	3.5-4.0
100-200	2008	300-400	0-100	0-100	0-10	3.5-4.0
400-500	2007	1300-1400	400-500	600-700	70-80	3.5-4.0
300-400	2008	1700-1800	>1000	>1000	110-120	3.0-3.5
200-300	2009	700-800	100-200	200-300	10-20	3.5-4.0
600-700	2008	>2000	800-900	>1000	130-140	3.5-4.0
300-400	2008	800-900	200-300	400-500	20-30	3.5-4.0
100-200	2009	400-500	200-300	200-300	10-20	3.5-4.0
800-900	2007	>2000	>1000	>1000	160-170	3.0-3.5
200-300	2008	700-800	200-300	400-500	10-20	3.5-4.0
800-900	2009	>2000	>1000	>1000	150-160	3.5-4.0
400-500	2009	200-300	0-100	0-100	0-10	3.5-4.0
200-300	2012	200-300	0-100	100-200	20-30	3.5-4.0
700-800	2010	800-900	300-400	300-400	10-20	3.0-3.5
100-200	2010	300-400	0-100	0-100	0-10	4.0-4.5
400-500	2009	900-1000	300-400	300-400	30-40	3.5-4.0
100-200	2011	300-400	0-100	100-200	20-30	3.5-4.0
100-200	2010	400-500	100-200	300-400	20-30	3.5-4.0
200-300	2009	600-700	200-300	300-400	40-50	3.5-4.0
100-200	2010	400-500	100-200	200-300	10-20	3.5-4.0
100-200	2009	500-600	100-200	200-300	20-30	3.0-3.5
200-300	2009	1300-1400	900-1000	>1000	10-20	4.0-4.5
400-500	2009	800-900	400-500	300-400	20-30	3.5-4.0
100-200	2008	200-300	0-100	0-100	0-10	3.5-4.0
300-400	2007	700-800	100-200	100-200	20-30	3.5-4.0
200-300	2009	500-600	100-200	100-200	0-10	3.0-3.5
100-200	2010	100-200	0-100	0-100	10-20	3.5-4.0
100-200	2008	100-200	0-100	0-100	10-20	3.5-4.0
700-800	2009	1900-2000	>1000	900-1000	30-40	3.0-3.5
300-400	2011	900-1000	200-300	500-600	40-50	4.0-4.5
400-500	2010	1100-1200	300-400	500-600	60-70	3.5-4.0
100-200	2010	200-300	100-200	100-200	0-10	4.0-4.5
200-300	2007	1000-1100	200-300	700-800	10-20	3.0-3.5
600-700	2006	1700-1800	>1000	>1000	50-60	3.0-3.5
100-200	2008	100-200	0-100	0-100	0-10	3.5-4.0
700-800	2009	1100-1200	300-400	600-700	80-90	3.0-3.5
100-200	2010	100-200	0-100	0-100	0-10	3.5-4.0
200-300	2009	200-300	0-100	0-100	10-20	3.0-3.5
200-300	2010	200-300	0-100	100-200	10-20	4.0-4.5
100-200	2007	300-400	200-300	200-300	10-20	3.0-3.5
200-300	2010	500-600	200-300	200-300	30-40	3.5-4.0
500-600	2010	>2000	500-600	900-1000	90-100	4.0-4.5
800-900	2007	1700-1800	>1000	800-900	60-70	3.5-4.0
500-600	2007	1400-1500	400-500	500-600	50-60	3.5-4.0
0-100	2009	100-200	0-100	0-100	0-10	3.5-4.0
200-300	2007	600-700	100-200	100-200	0-10	3.5-4.0
200-300	2005	100-200	0-100	0-100	0-10	3.0-3.5
100-200	2007	100-200	0-100	0-100	0-10	4.0-4.5
100-200	2010	100-200	0-100	0-100	0-10	3.5-4.0
100-200	2009	0-100	0-100	0-100	0-10	3.5-4.0
300-400	2010	500-600	200-300	100-200	10-20	3.5-4.0
900-1000	2008	1700-1800	800-900	800-900	40-50	3.5-4.0
600-700	2010	1600-1700	300-400	600-700	80-90	3.5-4.0
200-300	2007	1100-1200	300-400	500-600	20-30	3.5-4.0
900-1000	2009	600-700	200-300	200-300	30-40	3.5-4.0
100-200	2011	100-200	0-100	0-100	0-10	3.0-3.5
200-300	2011	400-500	100-200	200-300	10-20	3.5-4.0
400-500	2010	>2000	>1000	>1000	180-190	3.5-4.0
600-700	2007	>2000	>1000	>1000	>200	3.5-4.0
200-300	2010	300-400	100-200	200-300	10-20	3.5-4.0
300-400	2011	300-400	100-200	100-200	10-20	3.5-4.0
100-200	2009	100-200	0-100	0-100	0-10	4.0-4.5
100-200	2009	400-500	100-200	200-300	40-50	4.0-4.5
200-300	2010	400-500	100-200	100-200	10-20	3.0-3.5
300-400	2006	200-300	0-100	100-200	0-10	3.5-4.0
100-200	2007	300-400	100-200	100-200	10-20	3.0-3.5
300-400	2007	500-600	100-200	100-200	10-20	3.0-3.5
400-500	2010	300-400	100-200	200-300	10-20	3.5-4.0
100-200	2011	200-300	100-200	0-100	10-20	3.5-4.0
100-200	2011	100-200	0-100	0-100	0-10	4.0-4.5
100-200	2012	100-200	0-100	0-100	0-10	4.0-4.5
200-300	2010	500-600	100-200	100-200	10-20	3.5-4.0
300-400	2011	400-500	0-100	100-200	30-40	4.0-4.5
500-600	2005	>2000	>1000	>1000	>200	4.0-4.5
300-400	2008	500-600	200-300	100-200	0-10	3.0-3.5
700-800	2006	900-1000	200-300	400-500	50-60	4.0-4.5
100-200	2010	500-600	200-300	200-300	10-20	3.5-4.0
100-200	2009	100-200	0-100	0-100	0-10	3.5-4.0
700-800	2010	600-700	100-200	200-300	40-50	3.5-4.0
100-200	2009	100-200	0-100	0-100	0-10	4.0-4.5
400-500	2011	1800-1900	>1000	600-700	40-50	3.0-3.5
100-200	2008	700-800	300-400	600-700	10-20	3.5-4.0
300-400	2009	900-1000	300-400	400-500	60-70	4.0-4.5
300-400	2008	800-900	100-200	500-600	20-30	3.5-4.0
100-200	2010	100-200	0-100	0-100	0-10	4.0-4.5
100-200	2009	100-200	0-100	0-100	0-10	4.0-4.5
100-200	2009	300-400	100-200	100-200	10-20	3.5-4.0
300-400	2010	1700-1800	>1000	>1000	40-50	4.0-4.5
200-300	2011	0-100	0-100	0-100	0-10	4.0-4.5
200-300	2008	500-600	200-300	100-200	10-20	3.0-3.5
500-600	2007	500-600	200-300	300-400	10-20	3.5-4.0
300-400	2008	700-800	500-600	500-600	10-20	3.5-4.0
500-600	2011	600-700	400-500	300-400	10-20	3.5-4.0
400-500	2008	900-1000	400-500	400-500	20-30	4.0-4.5
700-800	2010	>2000	700-800	>1000	90-100	4.0-4.5
300-400	2008	300-400	100-200	100-200	10-20	3.5-4.0
300-400	2009	400-500	0-100	0-100	10-20	3.5-4.0
500-600	2008	>2000	400-500	>1000	110-120	3.5-4.0
100-200	2007	500-600	300-400	300-400	10-20	3.5-4.0
100-200	2009	0-100	0-100	0-100	0-10	3.5-4.0
200-300	2007	500-600	300-400	200-300	10-20	3.5-4.0
200-300	2007	500-600	200-300	200-300	20-30	3.5-4.0
100-200	2007	200-300	100-200	0-100	10-20	3.0-3.5
100-200	2011	100-200	0-100	0-100	10-20	3.5-4.0
200-300	2006	1400-1500	600-700	>1000	40-50	3.5-4.0
200-300	2010	800-900	200-300	300-400	40-50	3.5-4.0
400-500	2006	500-600	100-200	200-300	10-20	3.5-4.0
100-200	2008	500-600	400-500	200-300	10-20	3.0-3.5
300-400	2008	400-500	0-100	100-200	10-20	3.5-4.0
400-500	2010	>2000	>1000	>1000	100-110	3.5-4.0
100-200	2008	300-400	0-100	100-200	10-20	3.5-4.0
200-300	2008	900-1000	300-400	300-400	50-60	4.0-4.5
100-200	2008	500-600	100-200	300-400	0-10	3.5-4.0
700-800	2011	1300-1400	400-500	500-600	90-100	3.5-4.0
700-800	2007	1000-1100	200-300	400-500	50-60	3.5-4.0
400-500	2007	>2000	>1000	>1000	110-120	4.0-4.5
200-300	2007	500-600	0-100	200-300	10-20	3.5-4.0
200-300	2010	300-400	100-200	0-100	0-10	3.0-3.5
400-500	2007	1000-1100	200-300	400-500	40-50	3.5-4.0
700-800	2008	1100-1200	500-600	800-900	40-50	4.0-4.5
300-400	2006	400-500	0-100	300-400	30-40	4.0-4.5
500-600	2007	900-1000	500-600	500-600	40-50	3.5-4.0
100-200	2007	100-200	100-200	100-200	0-10	4.0-4.5
600-700	2006	>2000	800-900	>1000	60-70	3.5-4.0
300-400	2007	1500-1600	>1000	>1000	80-90	4.0-4.5
100-200	2010	200-300	0-100	0-100	10-20	3.5-4.0
100-200	2009	200-300	0-100	100-200	0-10	4.5-5.0
900-1000	2007	>2000	>1000	>1000	70-80	3.5-4.0
700-800	2008	>2000	>1000	>1000	>200	3.5-4.0
500-600	2006	1100-1200	300-400	400-500	50-60	3.5-4.0
400-500	2010	1000-1100	400-500	500-600	40-50	4.0-4.5
200-300	2009	300-400	200-300	100-200	0-10	3.5-4.0
200-300	2006	500-600	200-300	100-200	10-20	3.0-3.5
400-500	2010	800-900	100-200	200-300	20-30	4.0-4.5
600-700	2010	1700-1800	500-600	>1000	120-130	3.5-4.0
200-300	2011	300-400	100-200	100-200	10-20	3.5-4.0
200-300	2007	100-200	0-100	0-100	0-10	3.5-4.0
200-300	2010	300-400	100-200	100-200	10-20	3.0-3.5
200-300	2008	600-700	200-300	300-400	30-40	3.5-4.0
100-200	2010	200-300	0-100	0-100	0-10	3.5-4.0
400-500	2008	>2000	>1000	>1000	>200	3.5-4.0
200-300	2006	400-500	200-300	200-300	20-30	3.5-4.0
100-200	2007	500-600	200-300	200-300	10-20	4.0-4.5
100-200	2008	100-200	0-100	0-100	0-10	3.5-4.0
500-600	2006	500-600	400-500	100-200	10-20	3.0-3.5
300-400	2008	400-500	100-200	200-300	10-20	3.0-3.5
400-500	2009	1900-2000	>1000	>1000	80-90	4.0-4.5
300-400	2010	400-500	0-100	200-300	20-30	4.5-5.0
400-500	2006	1400-1500	>1000	500-600	20-30	3.5-4.0
200-300	2009	500-600	200-300	200-300	30-40	3.5-4.0
800-900	2007	1700-1800	700-800	>1000	60-70	3.5-4.0
300-400	2009	>2000	>1000	>1000	50-60	3.0-3.5
600-700	2008	>2000	>1000	>1000	>200	3.5-4.0
300-400	2006	700-800	200-300	300-400	30-40	3.5-4.0
800-900	2006	>2000	>1000	>1000	50-60	3.5-4.0
200-300	2008	500-600	300-400	400-500	20-30	3.5-4.0
200-300	2008	400-500	200-300	200-300	20-30	3.5-4.0
100-200	2009	400-500	200-300	100-200	0-10	3.0-3.5
100-200	2009	100-200	0-100	0-100	10-20	3.5-4.0
200-300	2010	300-400	0-100	100-200	10-20	3.5-4.0
100-200	2011	100-200	0-100	0-100	0-10	3.5-4.0
300-400	2008	>2000	>1000	>1000	180-190	4.0-4.5
400-500	2006	500-600	100-200	100-200	10-20	3.0-3.5
300-400	2006	800-900	200-300	400-500	50-60	3.0-3.5
200-300	2007	800-900	400-500	600-700	30-40	3.5-4.0
800-900	2007	>2000	>1000	>1000	70-80	3.5-4.0
100-200	2010	600-700	200-300	200-300	20-30	4.0-4.5
100-200	2006	500-600	100-200	200-300	0-10	3.0-3.5
600-700	2011	1000-1100	400-500	500-600	50-60	3.5-4.0
900-1000	2006	1600-1700	300-400	>1000	50-60	4.0-4.5
100-200	2008	300-400	300-400	100-200	10-20	3.0-3.5
200-300	2011	600-700	200-300	300-400	50-60	3.5-4.0
100-200	2009	200-300	0-100	0-100	0-10	4.0-4.5
100-200	2007	200-300	0-100	0-100	0-10	3.5-4.0
200-300	2007	400-500	300-400	200-300	10-20	3.5-4.0
300-400	2010	600-700	200-300	200-300	20-30	4.0-4.5
500-600	2007	700-800	200-300	300-400	20-30	3.5-4.0
200-300	2007	200-300	100-200	0-100	0-10	3.5-4.0
100-200	2012	0-100	0-100	0-100	0-10	4.0-4.5
100-200	2011	200-300	100-200	100-200	40-50	4.5-5.0
200-300	2009	500-600	100-200	200-300	60-70	4.0-4.5
600-700	2006	>2000	>1000	>1000	90-100	3.5-4.0
500-600	2008	>2000	>1000	>1000	100-110	3.5-4.0
600-700	2007	1200-1300	800-900	800-900	60-70	3.5-4.0
300-400	2008	700-800	100-200	300-400	30-40	4.0-4.5
100-200	2007	200-300	0-100	0-100	10-20	3.5-4.0
400-500	2007	600-700	100-200	200-300	20-30	3.5-4.0
400-500	2006	900-1000	800-900	400-500	40-50	3.0-3.5
100-200	2007	100-200	0-100	100-200	0-10	3.5-4.0
400-500	2007	>2000	>1000	>1000	20-30	3.5-4.0
200-300	2011	200-300	0-100	100-200	20-30	3.5-4.0
300-400	2009	200-300	0-100	100-200	0-10	3.5-4.0
100-200	2007	400-500	100-200	300-400	10-20	4.0-4.5
200-300	2009	300-400	0-100	100-200	10-20	4.0-4.5
100-200	2009	100-200	0-100	0-100	0-10	4.0-4.5
800-900	2010	>2000	>1000	>1000	>200	4.0-4.5
200-300	2007	500-600	400-500	300-400	10-20	3.5-4.0
500-600	2006	>2000	>1000	>1000	60-70	3.5-4.0
200-300	2007	100-200	0-100	0-100	0-10	3.5-4.0
900-1000	2009	1900-2000	>1000	>1000	50-60	3.0-3.5
600-700	2007	>2000	>1000	>1000	90-100	3.5-4.0
300-400	2010	400-500	200-300	200-300	20-30	4.0-4.5
400-500	2006	400-500	0-100	200-300	20-30	3.5-4.0
100-200	2012	100-200	0-100	0-100	0-10	4.0-4.5
500-600	2008	1100-1200	700-800	600-700	40-50	3.5-4.0
300-400	2011	600-700	200-300	300-400	0-10	3.5-4.0
500-600	2007	1900-2000	>1000	>1000	20-30	3.5-4.0
100-200	2009	300-400	100-200	100-200	0-10	3.0-3.5
600-700	2010	>2000	>1000	>1000	60-70	2.5-3.0
600-700	2008	>2000	>1000	>1000	80-90	3.5-4.0
100-200	2009	100-200	0-100	0-100	0-10	4.5-5.0
100-200	2011	300-400	100-200	200-300	0-10	3.5-4.0
900-1000	2007	>2000	>1000	>1000	>200	4.0-4.5
100-200	2007	200-300	100-200	0-100	0-10	3.0-3.5
200-300	2009	700-800	100-200	300-400	40-50	3.5-4.0
600-700	2007	1400-1500	500-600	800-900	100-110	4.0-4.5
400-500	2007	800-900	500-600	600-700	30-40	4.0-4.5
200-300	2010	300-400	0-100	100-200	0-10	4.0-4.5
200-300	2008	1300-1400	700-800	900-1000	40-50	3.0-3.5
200-300	2010	200-300	0-100	0-100	0-10	3.5-4.0
300-400	2010	800-900	200-300	300-400	20-30	3.5-4.0
700-800	2009	>2000	>1000	>1000	70-80	3.5-4.0
400-500	2011	1000-1100	200-300	400-500	30-40	4.0-4.5
400-500	2008	300-400	0-100	0-100	10-20	4.0-4.5
200-300	2009	200-300	200-300	100-200	0-10	3.5-4.0
300-400	2008	600-700	400-500	200-300	10-20	3.0-3.5
100-200	2008	200-300	0-100	0-100	10-20	3.5-4.0
300-400	2007	800-900	300-400	300-400	10-20	3.5-4.0
100-200	2007	300-400	300-400	200-300	20-30	3.5-4.0
500-600	2008	1200-1300	300-400	400-500	100-110	3.0-3.5
100-200	2005	300-400	200-300	400-500	50-60	4.0-4.5
800-900	2007	700-800	100-200	300-400	20-30	3.5-4.0
400-500	2010	600-700	100-200	100-200	20-30	3.5-4.0
100-200	2009	100-200	0-100	0-100	0-10	3.0-3.5
100-200	2005	100-200	100-200	0-100	0-10	3.5-4.0
200-300	2010	500-600	100-200	200-300	10-20	3.5-4.0
300-400	2009	500-600	200-300	200-300	30-40	3.5-4.0
400-500	2011	1000-1100	400-500	300-400	20-30	3.5-4.0
100-200	2006	200-300	100-200	100-200	10-20	3.5-4.0
700-800	2009	>2000	>1000	>1000	120-130	3.5-4.0
100-200	2008	300-400	100-200	200-300	10-20	3.5-4.0
300-400	2010	500-600	100-200	200-300	30-40	4.0-4.5
700-800	2007	>2000	>1000	>1000	120-130	3.5-4.0
400-500	2008	1100-1200	300-400	700-800	30-40	4.0-4.5
300-400	2008	1500-1600	>1000	>1000	40-50	3.0-3.5
600-700	2008	1800-1900	700-800	>1000	140-150	4.0-4.5
100-200	2008	100-200	100-200	100-200	10-20	4.0-4.5
200-300	2007	1500-1600	>1000	>1000	40-50	4.0-4.5
100-200	2009	200-300	0-100	100-200	0-10	3.5-4.0
200-300	2009	200-300	0-100	100-200	10-20	3.5-4.0
200-300	2007	500-600	100-200	300-400	10-20	4.0-4.5
100-200	2007	200-300	0-100	100-200	10-20	3.5-4.0
100-200	2010	500-600	0-100	100-200	0-10	3.5-4.0
100-200	2009	0-100	0-100	0-100	0-10	3.5-4.0
300-400	2008	1500-1600	200-300	>1000	60-70	4.0-4.5
300-400	2013	900-1000	200-300	500-600	80-90	4.0-4.5
100-200	2006	100-200	0-100	0-100	0-10	3.5-4.0
600-700	2008	>2000	>1000	>1000	>200	3.5-4.0
500-600	2005	1200-1300	300-400	900-1000	50-60	3.5-4.0
500-600	2009	>2000	800-900	>1000	120-130	3.5-4.0
100-200	2008	1100-1200	600-700	700-800	20-30	3.5-4.0
100-200	2008	600-700	300-400	400-500	30-40	4.0-4.5
200-300	2011	200-300	0-100	100-200	20-30	3.0-3.5
100-200	2011	200-300	0-100	0-100	0-10	3.5-4.0
600-700	2010	1800-1900	600-700	>1000	50-60	3.5-4.0
400-500	2010	700-800	200-300	300-400	30-40	3.5-4.0
100-200	2009	300-400	100-200	100-200	0-10	3.5-4.0
900-1000	2009	1000-1100	200-300	500-600	70-80	3.5-4.0
100-200	2008	100-200	0-100	0-100	10-20	3.5-4.0
600-700	2008	>2000	>1000	>1000	70-80	3.0-3.5
200-300	2010	400-500	0-100	0-100	20-30	4.0-4.5
300-400	2010	900-1000	200-300	300-400	10-20	3.5-4.0
300-400	2008	400-500	100-200	200-300	10-20	3.5-4.0
500-600	2006	1900-2000	>1000	>1000	110-120	3.5-4.0
300-400	2010	800-900	200-300	400-500	30-40	3.5-4.0
100-200	2008	100-200	0-100	0-100	0-10	3.5-4.0
200-300	2009	200-300	100-200	100-200	0-10	3.5-4.0
200-300	2010	1200-1300	600-700	600-700	30-40	3.5-4.0
100-200	2010	100-200	0-100	0-100	0-10	3.0-3.5
100-200	2011	300-400	0-100	100-200	10-20	4.0-4.5
100-200	2007	200-300	0-100	0-100	0-10	3.5-4.0
300-400	2006	500-600	100-200	100-200	10-20	3.5-4.0
100-200	2009	0-100	0-100	0-100	10-20	4.0-4.5
100-200	2009	200-300	100-200	0-100	0-10	3.0-3.5
100-200	2009	100-200	0-100	0-100	0-10	4.0-4.5
100-200	2006	200-300	0-100	100-200	0-10	4.0-4.5
300-400	2009	1000-1100	500-600	500-600	20-30	3.5-4.0
100-200	2011	300-400	0-100	0-100	0-10	3.0-3.5
400-500	2007	1200-1300	900-1000	900-1000	40-50	3.0-3.5
200-300	2009	500-600	400-500	200-300	40-50	3.5-4.0
900-1000	2006	1600-1700	400-500	>1000	50-60	4.0-4.5
200-300	2010	1300-1400	800-900	>1000	80-90	3.5-4.0
500-600	2007	1000-1100	400-500	400-500	40-50	4.0-4.5
100-200	2008	200-300	0-100	0-100	0-10	3.5-4.0
500-600	2011	1100-1200	300-400	500-600	20-30	3.5-4.0
800-900	2006	>2000	500-600	>1000	80-90	3.0-3.5
300-400	2010	100-200	0-100	0-100	0-10	3.5-4.0
100-200	2009	100-200	0-100	0-100	0-10	3.5-4.0
300-400	2007	500-600	300-400	200-300	20-30	3.5-4.0
200-300	2009	400-500	100-200	100-200	10-20	3.5-4.0
